date,tvl,apy,apy_base,apy_reward
2025-05-28,120078,0,0,0
2025-05-29,116549,0,0,0
2025-05-30,134186,0,0,0
2025-05-31,47524,0,0,0
2025-06-01,63062,0,0,0
2025-06-02,63162,0,0,0
2025-06-03,105203,0,0,0
2025-06-04,106344,0,0,0
