date,aave-v3_USDT_Ethereum,morpho-blue_SPARKUSDC_Base,aave-v3_USDC_Ethereum,fluid-lending_USDC_Ethereum,fluid-lending_USDT_Ethereum,morpho-blue_STEAKUSDC_Ethereum,morpho-blue_USUALUSDC+_Ethereum,morpho-blue_REUSDC_Ethereum,morpho-blue_BBQUSDC_Ethereum,morpho-blue_SYRUPUSDC_Ethereum,morpho-blue_GTUSDCCORE_Ethereum,morpho-blue_STEAKUSDT_Ethereum,aave-v3_USDC_Arbitrum,aave-v3_USDTB_Ethereum,morpho-blue_GTUSDC_Ethereum,morpho-blue_HUSDC_Ethereum,aave-v3_USDC_Avalanche,morpho-blue_SMUSDC_Base,morpho-blue_VBSHUSDC_Ethereum,morpho-blue_GTUSDCF_Ethereum,morpho-blue_CSUSDC_Ethereum,fluid-lending_USDC_Arbitrum,aave-v3_USDC_Base,morpho-blue_MWUSDC_Base,aave-v3_USDT_Avalanche,morpho-blue_SUSDS_Ethereum,fluid-lending_SUSDS_Arbitrum
2024-08-14,3.92837,0.0,3.59977,11.35514,12.78394,3.59756,11.57533,0.0,0.0,0.0,5.94593,4.47461,3.44968,0.0,3.55898,0.0,3.92134,0.0,0.0,0.0,0.0,0.0,4.68971,0.78271,3.74988,0.0,0.0
2024-08-15,3.81884,0.0,3.81293,11.51898,12.5854,3.58338,8.35733,0.0,0.0,0.0,6.71283,4.40768,3.45624,0.0,3.27664,0.0,4.04731,0.0,0.0,0.0,0.0,0.0,4.56594,0.99626,3.75583,0.0,0.0
2024-08-16,3.80242,0.0,3.56504,11.47847,12.76453,3.60521,8.6226,0.0,0.0,0.0,7.5206,4.34012,3.39175,0.0,3.87084,0.0,4.10375,0.0,0.0,0.0,0.0,0.0,4.71255,1.04303,3.85571,0.0,0.0
2024-08-17,3.90216,0.0,3.81571,11.37075,12.03547,3.93777,8.5856,0.0,0.0,0.0,6.98304,4.30635,3.45833,0.0,3.63925,0.0,4.02123,0.0,0.0,0.0,0.0,0.0,4.64524,1.07373,3.94463,0.0,0.0
2024-08-18,3.85108,0.0,3.95007,8.88249,9.62554,4.04524,10.92652,0.0,0.0,0.0,7.07976,3.75084,3.47362,0.0,3.78828,0.0,4.10197,0.0,0.0,0.0,0.0,0.0,4.5075,0.95862,3.90816,0.0,0.0
2024-08-19,3.8387,0.0,3.80916,8.99229,9.62687,3.59161,11.60653,0.0,0.0,0.0,6.7249,4.25319,3.51294,0.0,3.37745,0.0,4.08445,0.0,0.0,0.0,0.0,0.0,4.57243,1.12938,3.95498,0.0,0.0
2024-08-20,3.83633,0.0,3.96202,9.18434,9.74423,3.48659,8.49988,0.0,0.0,0.0,6.54361,4.15538,3.60517,0.0,3.16854,0.0,4.02294,0.0,0.0,0.0,0.0,0.0,4.38396,1.15459,3.90705,0.0,0.0
2024-08-21,3.74783,0.0,4.17164,8.6756,10.32036,3.8531,10.14442,0.0,0.0,0.0,5.30477,4.43174,3.61231,0.0,3.57037,0.0,4.25153,0.0,0.0,0.0,0.0,0.0,4.67983,1.54516,3.40155,0.0,0.0
2024-08-22,3.77427,0.0,4.22629,8.57744,9.9606,4.08967,9.68158,0.0,0.0,0.0,7.18904,4.39309,3.84314,0.0,3.94059,0.0,4.18505,0.0,0.0,0.0,0.0,0.0,4.75495,1.55501,3.56453,0.0,0.0
2024-08-23,3.83598,0.0,4.29146,8.34835,9.86091,4.169,8.70728,0.0,0.0,0.0,7.01576,4.32075,4.051,0.0,3.87773,0.0,4.00035,0.0,0.0,0.0,0.0,0.0,4.62626,1.48721,4.48473,0.0,0.0
