,aave-v2_USDC_Ethereum,aave-v3_DAI_Ethereum,aave-v3_PT-EUSDE-14AUG2025_Ethereum,aave-v3_PT-SUSDE-31JUL2025_Ethereum,aave-v3_PT-USDE-31JUL2025_Ethereum,aave-v3_SUSDE_Ethereum,aave-v3_USDC_Arbitrum,aave-v3_USDC_Avalanche,aave-v3_USDC_Base,aave-v3_USDC_Ethereum,aave-v3_USDC_Polygon,aave-v3_USDE_Ethereum,aave-v3_USDS_Ethereum,aave-v3_USDTB_Ethereum,aave-v3_USDT_Avalanche,aave-v3_USDT_Ethereum,aave-v3_USDT_Polygon,ethena-usde_SUSDE_Ethereum,euler-v2_USDC_Ethereum,euler-v2_USDT_Avalanche,fluid-lending_SUSDE_Ethereum,fluid-lending_USDC_Arbitrum,fluid-lending_USDC_Base,fluid-lending_USDC_Ethereum,fluid-lending_USDC_Polygon,fluid-lending_USDT_Ethereum,fluid-lending_USDT_Polygon,morpho-blue_BBQUSDC_Ethereum,morpho-blue_CSUSDC_Ethereum,morpho-blue_GTUSDCCORE_Ethereum,morpho-blue_GTUSDCF_Ethereum,morpho-blue_GTUSDC_Ethereum,morpho-blue_GTUSDT_Ethereum,morpho-blue_HUSDC_Ethereum,morpho-blue_HYPERUSDC_Ethereum,morpho-blue_MWUSDC_Base,morpho-blue_PT-SUSDE-31JUL2025_Ethereum,morpho-blue_PT-SYRUPUSDC-28AUG2025_Ethereum,morpho-blue_PT-USDS-14AUG2025_Ethereum,morpho-blue_REUSDC_Ethereum,morpho-blue_SMUSDC_Base,morpho-blue_SPARKUSDC_Base,morpho-blue_SPDAI_Ethereum,morpho-blue_STEAKUSDC_Ethereum,morpho-blue_STEAKUSDT_Ethereum,morpho-blue_SUSDE_Ethereum,morpho-blue_SYRUPUSDC_Ethereum,morpho-blue_USUALUSDC+_Ethereum,morpho-blue_VBSHUSDC_Ethereum
2024-07-13,2.51486,5.45694,0.0,0.0,0.0,0.0,6.34707,6.34354,5.02138,5.54226,5.44696,4.3681,0.0,0.0,6.26528,5.45464,5.56022,7.95754,0.0,0.0,0.0,0.0,0.0,10.1378,0.0,12.2391,0.0,0.0,0.0,6.75874,0.0,4.89434,5.88735,0.0,0.0,5.39533,0.0,0.0,0.0,0.0,0.0,0.0,7.06721,4.88086,6.2542,0.0,0.0,0.0,0.0
2024-07-14,2.53201,5.49255,0.0,0.0,0.0,0.0,6.68774,6.34421,4.73674,5.60851,5.72767,4.35462,0.0,0.0,5.76631,5.44735,5.65537,8.00922,0.0,0.0,0.0,0.0,0.0,11.54305,0.0,12.19846,0.0,0.0,0.0,6.85001,0.0,4.94126,6.04178,0.0,0.0,5.43501,0.0,0.0,0.0,0.0,0.0,0.0,8.56489,4.89611,6.30686,0.0,0.0,0.0,0.0
2024-07-15,2.42943,5.71483,0.0,0.0,0.0,0.0,7.63067,7.21497,4.48205,5.80756,6.26373,4.10199,0.0,0.0,6.16471,5.96639,6.02324,7.99687,0.0,0.0,0.0,0.0,0.0,10.89325,0.0,12.13404,0.0,0.0,0.0,6.1802,0.0,4.89965,7.09348,0.0,0.0,5.21679,0.0,0.0,0.0,0.0,0.0,0.0,7.84407,4.85496,6.18051,0.0,0.0,0.0,0.0
2024-07-16,2.48354,5.34495,0.0,0.0,0.0,0.0,7.17832,6.87779,4.33468,5.72192,6.31049,4.14692,0.0,0.0,6.14258,5.97344,6.48744,7.97769,0.0,0.0,0.0,0.0,0.0,11.07402,0.0,11.70035,0.0,0.0,0.0,7.07714,0.0,5.23367,6.53422,0.0,0.0,5.58925,0.0,0.0,0.0,0.0,0.0,0.0,7.7277,5.21845,6.53068,0.0,0.0,0.0,0.0
2024-07-17,2.51984,5.18468,0.0,0.0,0.0,0.0,7.01148,7.07889,4.22674,5.71049,6.41573,4.45853,0.0,0.0,5.95134,5.81522,6.24333,7.98929,0.0,0.0,0.0,0.0,0.0,11.67393,0.0,11.70031,0.0,0.0,0.0,7.54954,0.0,5.51983,6.46369,0.0,0.0,5.80446,0.0,0.0,0.0,0.0,0.0,0.0,7.65134,5.41462,6.45089,0.0,0.0,0.0,0.0
2024-07-18,2.54363,5.35236,0.0,0.0,0.0,0.0,6.83958,7.04385,3.90395,5.88562,6.69971,4.40549,0.0,0.0,5.97315,5.9535,6.12783,10.20351,0.0,0.0,0.0,0.0,0.0,11.68212,0.0,11.73981,0.0,0.0,0.0,7.43588,0.0,5.6151,6.65987,0.0,0.0,6.00968,0.0,0.0,0.0,0.0,0.0,0.0,7.39658,5.68201,6.70831,0.0,0.0,0.0,0.0
2024-07-19,3.03557,5.40316,0.0,0.0,0.0,0.0,6.84925,6.69813,4.38607,5.93459,7.11933,5.35892,0.0,0.0,6.28934,5.89929,6.40659,10.0452,0.0,0.0,0.0,0.0,0.0,12.05723,0.0,12.25593,0.0,0.0,0.0,6.21271,0.0,5.15876,6.36142,0.0,0.0,2.81685,0.0,0.0,0.0,0.0,0.0,0.0,7.07901,5.18651,6.38871,0.0,0.0,0.0,0.0
2024-07-20,3.0512,5.36406,0.0,0.0,0.0,0.0,6.66217,6.68959,5.42486,6.57736,6.99435,6.26092,0.0,0.0,6.237,5.80992,6.24301,9.97202,0.0,0.0,0.0,0.0,0.0,12.099,0.0,12.2674,0.0,0.0,0.0,6.60925,0.0,5.01291,6.33106,0.0,0.0,3.18615,0.0,0.0,0.0,0.0,0.0,0.0,7.45928,5.01515,6.3523,0.0,0.0,0.0,0.0
2024-07-21,3.07788,5.37446,0.0,0.0,0.0,0.0,6.6884,6.98843,5.46836,6.53417,6.83576,5.35444,0.0,0.0,16.77419,5.78935,6.46602,10.03944,0.0,0.0,0.0,0.0,0.0,12.1806,0.0,12.28614,0.0,0.0,0.0,6.51114,0.0,5.0682,6.63609,0.0,0.0,3.98443,0.0,0.0,0.0,0.0,0.0,0.0,7.46239,5.2764,6.68716,0.0,0.0,0.0,0.0
2024-07-22,3.11776,5.2046,0.0,0.0,0.0,0.0,6.78961,6.44311,6.23265,6.44345,7.06381,5.32732,0.0,0.0,7.09764,5.8681,6.69251,10.04359,0.0,0.0,0.0,0.0,0.0,12.19112,0.0,12.29435,0.0,0.0,0.0,7.37346,0.0,5.42544,11.88401,0.0,0.0,3.31279,0.0,0.0,0.0,0.0,0.0,0.0,6.83791,5.68872,11.88244,0.0,0.0,0.0,0.0
2024-07-23,3.08948,5.17395,0.0,0.0,0.0,0.0,7.02907,6.56186,5.41114,6.6612,6.89508,5.35982,0.0,0.0,6.06657,5.82085,6.74091,9.98731,0.0,0.0,0.0,0.0,0.0,11.74961,0.0,11.83156,0.0,0.0,0.0,7.0095,0.0,5.07444,10.51791,0.0,0.0,3.71851,0.0,0.0,0.0,0.0,0.0,0.0,6.55114,5.08024,10.50798,0.0,0.0,0.0,0.0
2024-07-24,3.11441,5.16582,0.0,0.0,0.0,0.0,6.62303,4.65977,4.49479,6.61459,5.00144,5.14424,0.0,0.0,4.31796,5.75522,4.86279,10.01591,0.0,0.0,0.0,0.0,0.0,11.93024,0.0,11.81729,0.0,0.0,0.0,7.21822,0.0,5.40525,0.0,0.0,0.0,3.63995,0.0,0.0,0.0,0.0,0.0,0.0,8.92635,5.40814,19.8883,0.0,0.0,0.0,0.0
2024-07-25,2.32476,3.71988,0.0,0.0,0.0,0.0,6.26573,4.58705,11.1178,4.77023,4.70411,3.82238,0.0,0.0,4.26334,4.12285,4.66787,12.18478,0.0,0.0,0.0,0.0,0.0,11.2587,0.0,11.40763,0.0,0.0,0.0,6.69094,0.0,5.20981,6.98315,0.0,0.0,4.12422,0.0,0.0,0.0,0.0,0.0,0.0,7.92432,5.22324,7.05305,0.0,0.0,0.0,0.0
2024-07-26,2.31313,3.74022,0.0,0.0,0.0,0.0,6.40211,4.92227,9.37301,4.58593,4.96655,4.22862,0.0,0.0,3.83325,4.21088,4.95468,12.23029,0.0,0.0,0.0,0.0,0.0,11.33369,0.0,11.48257,0.0,0.0,0.0,6.68048,0.0,5.15998,7.05031,0.0,0.0,3.78665,0.0,0.0,0.0,0.0,0.0,0.0,7.68758,5.15032,7.06603,0.0,0.0,12.13151,0.0
2024-07-27,4.55105,3.87729,0.0,0.0,0.0,0.0,6.57472,5.12359,6.23812,4.95808,5.16104,3.9425,0.0,0.0,3.81944,4.28965,5.07403,12.28446,0.0,0.0,0.0,0.0,0.0,11.17751,0.0,11.45623,0.0,0.0,0.0,6.85141,0.0,5.23972,7.12759,0.0,0.0,3.47949,0.0,0.0,0.0,0.0,0.0,0.0,9.2275,5.22822,7.16586,0.0,0.0,20.38838,0.0
2024-07-28,4.92791,4.11372,0.0,0.0,0.0,0.0,6.10332,4.83481,21.0856,5.04408,5.19242,4.03557,0.0,0.0,4.10483,4.31385,5.12398,12.29466,0.0,0.0,0.0,0.0,0.0,11.15961,0.0,11.52891,0.0,0.0,0.0,6.81173,0.0,5.37387,6.96337,0.0,0.0,5.14689,0.0,0.0,0.0,0.0,0.0,0.0,9.15626,5.40641,6.95535,0.0,0.0,13.3593,0.0
2024-07-29,6.08716,4.08717,0.0,0.0,0.0,0.0,6.26399,4.59605,9.51971,5.15556,5.25419,4.29782,0.0,0.0,4.65527,4.31128,4.85805,12.33605,0.0,0.0,0.0,0.0,0.0,11.54819,0.0,11.56139,0.0,0.0,0.0,6.65794,0.0,5.11693,6.65612,0.0,0.0,4.74245,0.0,0.0,0.0,0.0,0.0,0.0,11.95422,5.14357,6.65293,0.0,0.0,26.63577,0.0
2024-07-30,6.89031,4.09832,0.0,0.0,0.0,0.0,6.3298,4.6985,8.44806,5.10995,6.62992,3.92858,0.0,0.0,4.54969,4.38681,5.18693,12.40088,0.0,0.0,0.0,0.0,0.0,11.53098,0.0,10.7761,0.0,0.0,0.0,7.36154,0.0,5.37913,6.71039,0.0,0.0,4.36014,0.0,0.0,0.0,0.0,0.0,0.0,7.88018,5.38586,6.68489,0.0,0.0,13.1467,0.0
2024-07-31,5.86259,4.11232,0.0,0.0,0.0,0.0,6.34584,4.79345,5.75229,5.03158,4.92621,3.19792,0.0,0.0,4.11225,4.54451,5.02581,12.43764,0.0,0.0,0.0,0.0,0.0,11.43943,0.0,10.77101,0.0,0.0,0.0,11.91444,0.0,8.28831,6.66428,0.0,0.0,4.56483,0.0,0.0,0.0,0.0,0.0,0.0,8.77861,0.0,6.62037,0.0,0.0,11.33491,0.0
2024-08-01,7.0192,4.19022,0.0,0.0,0.0,0.0,6.36714,5.20759,3.86454,4.66863,4.85426,3.6392,0.0,0.0,3.94028,4.44735,5.12736,13.6417,0.0,0.0,0.0,0.0,0.0,11.40758,0.0,11.58414,0.0,0.0,0.0,9.06916,0.0,4.90846,6.55482,0.0,0.0,6.02704,0.0,0.0,0.0,0.0,0.0,0.0,7.91418,4.94475,6.55059,0.0,0.0,17.25944,0.0
2024-08-02,4.85503,4.18133,0.0,0.0,0.0,0.0,6.23495,4.87269,9.26318,4.63197,4.82334,3.34581,0.0,0.0,3.68595,4.22133,4.94804,13.66388,0.0,0.0,0.0,0.0,0.0,11.26985,0.0,11.93129,0.0,0.0,0.0,7.18074,0.0,5.21141,6.15715,0.0,0.0,4.3067,0.0,0.0,0.0,0.0,0.0,0.0,7.72226,5.23257,6.23321,0.0,0.0,12.97877,0.0
2024-08-03,2.12224,4.40212,0.0,0.0,0.0,0.0,5.5559,4.72853,10.84471,5.2438,4.51498,5.13779,0.0,0.0,3.82674,4.2686,5.01359,13.66923,0.0,0.0,0.0,0.0,0.0,10.91136,0.0,11.53698,0.0,0.0,0.0,6.89075,0.0,4.92268,6.01034,0.0,0.0,5.41466,0.0,0.0,0.0,0.0,0.0,0.0,7.38597,4.91935,6.17148,0.0,0.0,11.26586,0.0
2024-08-04,1.91151,4.27464,0.0,0.0,0.0,0.0,4.8383,4.53439,7.44817,4.94868,4.11318,9.30214,0.0,0.0,3.99966,4.16733,4.48852,13.72357,0.0,0.0,0.0,0.0,0.0,10.8885,0.0,11.7824,0.0,0.0,0.0,6.69877,0.0,4.73187,5.83987,0.0,0.0,3.50523,0.0,0.0,0.0,0.0,0.0,0.0,6.79855,4.73871,6.08438,0.0,0.0,12.94478,0.0
2024-08-05,1.48239,2.49809,0.0,0.0,0.0,0.0,2.47647,4.20818,4.91494,3.36969,3.60663,11.81963,0.0,0.0,4.71854,3.98394,4.0435,14.67626,0.0,0.0,0.0,0.0,0.0,13.11478,0.0,12.17531,0.0,0.0,0.0,20.82848,0.0,2.57938,4.42374,0.0,0.0,2.56684,0.0,0.0,0.0,0.0,0.0,0.0,6.90297,2.58904,4.50462,0.0,0.0,42.90945,0.0
2024-08-06,1.60277,2.92837,0.0,0.0,0.0,0.0,2.70248,4.08628,4.78122,3.45529,3.97773,9.14249,0.0,0.0,5.12551,4.14802,4.13732,14.82302,0.0,0.0,0.0,0.0,0.0,12.64696,0.0,12.12245,0.0,0.0,0.0,9.50326,0.0,3.42332,4.3191,0.0,0.0,1.44992,0.0,0.0,0.0,0.0,0.0,0.0,6.51808,4.08448,4.18737,0.0,0.0,11.81994,0.0
2024-08-07,1.60709,3.15199,0.0,0.0,0.0,0.0,2.78324,4.01502,5.07667,3.6785,3.94515,8.58998,0.0,0.0,4.5349,3.8316,4.22574,14.90979,0.0,0.0,0.0,0.0,0.0,12.48095,0.0,12.89313,0.0,0.0,0.0,5.85896,0.0,3.14554,4.17228,0.0,0.0,1.29919,0.0,0.0,0.0,0.0,0.0,0.0,6.6946,3.82992,4.12552,0.0,0.0,10.77562,0.0
2024-08-08,1.6538,3.48141,0.0,0.0,0.0,0.0,3.18791,4.08671,4.72432,3.76689,4.2687,7.14875,0.0,0.0,4.32646,4.3329,4.24952,4.33869,0.0,0.0,0.0,0.0,0.0,11.81934,0.0,12.86614,0.0,0.0,0.0,6.20466,0.0,3.77317,4.01698,0.0,0.0,1.24273,0.0,0.0,0.0,0.0,0.0,0.0,6.50078,3.77367,3.91511,0.0,0.0,30.42228,0.0
2024-08-09,1.77627,3.5131,0.0,0.0,0.0,0.0,3.15545,3.96534,4.32765,4.08916,4.36767,5.38451,0.0,0.0,4.51233,4.14015,4.39498,4.36692,0.0,0.0,0.0,0.0,0.0,11.74498,0.0,12.83754,0.0,0.0,0.0,6.26814,0.0,4.01682,4.38204,0.0,0.0,1.31414,0.0,0.0,0.0,0.0,0.0,0.0,6.30987,4.04423,4.19013,0.0,0.0,7.99403,0.0
2024-08-10,1.77825,3.46534,0.0,0.0,0.0,0.0,3.27013,4.00114,5.09608,3.99968,4.26717,8.0812,0.0,0.0,4.11255,4.02071,4.32518,4.41354,0.0,0.0,0.0,0.0,0.0,10.76668,0.0,12.64401,0.0,0.0,0.0,6.38112,0.0,4.0362,4.32593,0.0,0.0,1.01613,0.0,0.0,0.0,0.0,0.0,0.0,5.88136,4.09191,4.06692,0.0,0.0,8.08994,0.0
2024-08-11,1.84733,3.60096,0.0,0.0,0.0,0.0,3.28723,3.92717,4.76344,3.80773,4.1925,13.56933,0.0,0.0,3.80716,3.78085,4.17368,4.43215,0.0,0.0,0.0,0.0,0.0,11.13461,0.0,12.83776,0.0,0.0,0.0,6.21037,0.0,3.74856,3.39088,0.0,0.0,1.01409,0.0,0.0,0.0,0.0,0.0,0.0,5.54256,3.7501,3.44371,0.0,0.0,8.19295,0.0
2024-08-12,1.73407,3.7324,0.0,0.0,0.0,0.0,3.3316,4.01793,4.52136,3.59992,4.12342,3.51168,0.0,0.0,3.63288,3.84378,4.01866,4.61857,0.0,0.0,0.0,0.0,0.0,11.91535,0.0,12.86057,0.0,0.0,0.0,5.63738,0.0,3.64858,3.20826,0.0,0.0,0.92037,0.0,0.0,0.0,0.0,0.0,0.0,5.73041,3.66376,4.471,0.0,0.0,12.38488,0.0
2024-08-13,1.75325,3.72693,0.0,0.0,0.0,0.0,3.29208,4.10612,4.4279,3.6851,4.12559,3.97738,0.0,0.0,3.7355,3.89629,4.10778,4.63404,0.0,0.0,0.0,0.0,0.0,11.33645,0.0,13.19719,0.0,0.0,0.0,6.17145,0.0,3.89019,3.16746,0.0,0.0,0.86024,0.0,0.0,0.0,0.0,0.0,0.0,5.40193,3.91889,4.43131,0.0,0.0,8.58222,0.0
2024-08-14,1.78248,3.89958,0.0,0.0,0.0,0.0,3.44968,3.92134,4.68971,3.59977,4.10907,3.83769,0.0,0.0,3.74988,3.92837,4.01982,4.63297,0.0,0.0,0.0,0.0,0.0,11.35514,0.0,12.78394,0.0,0.0,0.0,5.94593,0.0,3.55898,3.91421,0.0,0.0,0.78271,0.0,0.0,0.0,0.0,0.0,0.0,5.63717,3.59756,4.47461,0.0,0.0,11.57533,0.0
2024-08-15,1.96221,4.00612,0.0,0.0,0.0,0.0,3.45624,4.04731,4.56594,3.81293,4.10658,3.82147,0.0,0.0,3.75583,3.81884,3.86615,4.43934,0.0,0.0,0.0,0.0,0.0,11.51898,0.0,12.5854,0.0,0.0,0.0,6.71283,0.0,3.27664,3.87944,0.0,0.0,0.99626,0.0,0.0,0.0,0.0,0.0,0.0,5.67192,3.58338,4.40768,0.0,0.0,8.35733,0.0
2024-08-16,3.53842,3.75912,0.0,0.0,0.0,0.0,3.39175,4.10375,4.71255,3.56504,4.2149,3.0875,0.0,0.0,3.85571,3.80242,3.78184,4.46625,0.0,0.0,0.0,0.0,0.0,11.47847,0.0,12.76453,0.0,0.0,0.0,7.5206,0.0,3.87084,3.49284,0.0,0.0,1.04303,0.0,0.0,0.0,0.0,0.0,0.0,5.08302,3.60521,4.34012,0.0,0.0,8.6226,0.0
2024-08-17,9.83237,3.78662,0.0,0.0,0.0,0.0,3.45833,4.02123,4.64524,3.81571,4.25854,2.61721,0.0,0.0,3.94463,3.90216,3.70341,4.48794,0.0,0.0,0.0,0.0,0.0,11.37075,0.0,12.03547,0.0,0.0,0.0,6.98304,0.0,3.63925,3.4577,0.0,0.0,1.07373,0.0,0.0,0.0,0.0,0.0,0.0,5.12788,3.93777,4.30635,0.0,0.0,8.5856,0.0
2024-08-18,6.80222,3.78295,0.0,0.0,0.0,0.0,3.47362,4.10197,4.5075,3.95007,4.12252,1.58615,0.0,0.0,3.90816,3.85108,3.71957,4.49806,0.0,0.0,0.0,0.0,0.0,8.88249,0.0,9.62554,0.0,0.0,0.0,7.07976,0.0,3.78828,3.45976,0.0,0.0,0.95862,0.0,0.0,0.0,0.0,0.0,0.0,5.56073,4.04524,3.75084,0.0,0.0,10.92652,0.0
2024-08-19,6.25989,3.71803,0.0,0.0,0.0,0.0,3.51294,4.08445,4.57243,3.80916,4.22577,3.26781,0.0,0.0,3.95498,3.8387,3.81253,4.72043,0.0,0.0,0.0,0.0,0.0,8.99229,0.0,9.62687,0.0,0.0,0.0,6.7249,0.0,3.37745,3.85419,0.0,0.0,1.12938,0.0,0.0,0.0,0.0,0.0,0.0,7.01118,3.59161,4.25319,0.0,0.0,11.60653,0.0
2024-08-20,1.8831,3.77682,0.0,0.0,0.0,0.0,3.60517,4.02294,4.38396,3.96202,4.18154,3.20749,0.0,0.0,3.90705,3.83633,3.91912,4.85895,0.0,0.0,0.0,0.0,0.0,9.18434,0.0,9.74423,0.0,0.0,0.0,6.54361,0.0,3.16854,3.87988,0.0,0.0,1.15459,0.0,0.0,0.0,0.0,0.0,0.0,6.27467,3.48659,4.15538,0.0,0.0,8.49988,0.0
2024-08-21,4.73601,3.75367,0.0,0.0,0.0,0.0,3.61231,4.25153,4.67983,4.17164,4.2719,3.06764,0.0,0.0,3.40155,3.74783,4.23935,4.90775,0.0,0.0,0.0,0.0,0.0,8.6756,0.0,10.32036,0.0,0.0,0.0,5.30477,0.0,3.57037,4.08141,0.0,0.0,1.54516,0.0,0.0,0.0,0.0,0.0,0.0,6.40972,3.8531,4.43174,0.0,0.0,10.14442,0.0
2024-08-22,4.71889,3.73565,0.0,0.0,0.0,0.0,3.84314,4.18505,4.75495,4.22629,4.29362,1.81847,0.0,0.0,3.56453,3.77427,4.10609,4.91791,0.0,0.0,0.0,0.0,0.0,8.57744,0.0,9.9606,0.0,0.0,0.0,7.18904,0.0,3.94059,4.04743,0.0,0.0,1.55501,0.0,0.0,0.0,0.0,0.0,0.0,6.41217,4.08967,4.39309,0.0,0.0,9.68158,0.0
2024-08-23,4.21497,3.87414,0.0,0.0,0.0,0.0,4.051,4.00035,4.62626,4.29146,4.70606,1.36219,0.0,0.0,4.48473,3.83598,4.03712,4.72109,0.0,0.0,0.0,0.0,0.0,8.34835,0.0,9.86091,0.0,0.0,0.0,7.01576,0.0,3.87773,3.98544,0.0,0.0,1.48721,0.0,0.0,0.0,0.0,0.0,0.0,6.55404,4.169,4.32075,0.0,0.0,8.70728,0.0
2024-08-24,4.2319,3.90426,0.0,0.0,0.0,0.0,4.15754,3.62974,4.42368,4.50058,4.77472,1.84092,0.0,0.0,4.66151,3.90391,4.11106,4.73402,0.0,0.0,0.0,0.0,0.0,8.3745,0.0,10.06386,0.0,0.0,0.0,7.18853,0.0,4.39258,4.70349,0.0,0.0,1.16878,0.0,0.0,0.0,0.0,0.0,0.0,5.88682,4.64701,4.68287,0.0,0.0,8.11131,0.0
2024-08-25,4.09184,4.01964,0.0,0.0,0.0,0.0,4.08439,3.88705,4.61699,4.51315,4.85435,1.87452,0.0,0.0,4.25772,4.10105,4.19567,4.76097,0.0,0.0,0.0,0.0,0.0,8.76955,0.0,10.08245,0.0,0.0,0.0,6.94778,0.0,4.04773,5.62819,0.0,0.0,1.033,0.0,0.0,0.0,0.0,0.0,0.0,5.78482,4.27206,5.76011,0.0,0.0,8.32785,0.0
2024-08-26,3.92576,4.0235,0.0,0.0,0.0,0.0,4.53643,4.35181,4.39238,4.55791,4.82397,1.41605,0.0,0.0,3.45331,4.11255,4.4837,4.77246,0.0,0.0,0.0,0.0,0.0,8.54276,0.0,9.62161,0.0,0.0,0.0,7.37691,0.0,4.16575,4.27236,0.0,0.0,1.04775,0.0,0.0,0.0,0.0,0.0,0.0,6.94166,4.43936,4.61887,0.0,0.0,7.54714,0.0
2024-08-27,3.288,4.1833,0.0,0.0,0.0,0.0,4.19863,4.47621,4.49519,4.41494,4.53863,0.74676,0.0,0.0,3.17175,3.94036,4.45916,4.76651,0.0,0.0,0.0,0.0,0.0,7.84386,0.0,9.78954,0.0,0.0,0.0,7.68839,0.0,3.86526,4.3458,0.0,0.0,1.21453,0.0,0.0,0.0,0.0,0.0,0.0,6.60097,4.1212,4.69927,0.0,0.0,7.61295,0.0
2024-08-28,1.83588,4.14646,0.0,0.0,0.0,0.0,4.09213,4.44943,4.50938,4.2451,4.35805,1.60507,0.0,0.0,3.33358,3.88254,4.18438,4.77465,0.0,0.0,0.0,0.0,0.0,7.81004,0.0,9.7785,0.0,0.0,0.0,7.7771,0.0,4.57768,4.59035,0.0,0.0,0.89086,0.0,0.0,0.0,0.0,0.0,0.0,6.28082,4.87363,4.72392,0.0,0.0,7.62248,0.0
2024-08-29,1.75289,4.24659,0.0,0.0,0.0,0.0,3.90559,3.93551,3.94758,4.20444,4.36516,1.73349,0.0,0.0,3.49847,3.87769,4.21988,4.53937,0.0,0.0,0.0,0.0,0.0,7.79116,0.0,9.7106,0.0,0.0,0.0,8.162,0.0,3.96963,4.54887,0.0,0.0,1.49683,0.0,0.0,0.0,0.0,0.0,0.0,5.92041,4.23568,4.66643,0.0,0.0,8.12093,0.0
2024-08-30,2.79306,4.20322,0.0,0.0,0.0,0.0,4.02831,4.56259,4.41156,3.92542,4.35272,2.68381,0.0,0.0,3.46029,3.72433,4.2374,4.71722,0.0,0.0,0.0,0.0,0.0,7.83376,0.0,9.76823,0.0,0.0,0.0,7.07016,0.0,3.52497,4.59145,0.0,0.0,1.5669,0.0,0.0,0.0,0.0,0.0,0.0,6.29904,3.82924,4.68669,0.0,0.0,7.35467,0.0
2024-08-31,2.13669,4.19787,0.0,0.0,0.0,0.0,3.89506,4.54609,4.29737,4.13441,4.44793,2.36209,0.0,0.0,3.54616,3.67922,4.22999,4.71892,0.0,0.0,0.0,0.0,0.0,7.90446,0.0,9.71865,0.0,0.0,0.0,6.13379,0.0,3.79507,4.56944,0.0,0.0,1.37433,0.0,0.0,0.0,0.0,0.0,0.0,6.12178,4.0311,4.66182,0.0,0.0,6.48072,0.0
2024-09-01,1.89459,4.14128,0.0,0.0,0.0,0.0,3.69618,4.4927,3.86391,4.12406,4.26299,2.35088,0.0,0.0,3.56493,3.75192,4.07097,4.73734,0.0,0.0,0.0,0.0,0.0,7.85509,0.0,9.59402,0.0,0.0,0.0,5.69936,0.0,3.0193,4.57848,0.0,0.0,0.60699,0.0,0.0,0.0,0.0,0.0,0.0,6.17876,3.17011,4.65649,0.0,0.0,6.74454,0.0
2024-09-02,7.00175,4.17828,0.0,0.0,0.0,0.0,3.75987,4.49461,3.35329,3.8223,4.24946,1.73088,0.0,0.0,3.58069,3.71567,4.02134,4.77886,0.0,0.0,0.0,0.0,0.0,7.91302,0.0,9.74781,0.0,0.0,0.0,5.7725,0.0,3.2456,4.66465,0.0,0.0,0.72096,0.0,0.0,0.0,0.0,0.0,0.0,6.50365,3.47257,4.7428,0.0,0.0,7.00262,0.0
2024-09-03,4.3088,4.11139,0.0,0.0,0.0,0.0,3.69655,4.52758,3.81605,3.86359,4.30517,1.85541,0.0,0.0,3.52167,3.55673,3.08751,4.80115,0.0,0.0,0.0,0.0,0.0,7.93068,0.0,9.64306,0.0,0.0,0.0,7.0004,0.0,5.26501,4.66128,0.0,0.0,0.66384,0.0,0.0,0.0,0.0,0.0,0.0,6.01339,5.39463,4.71485,0.0,0.0,6.04009,0.0
2024-09-04,4.81139,3.92974,0.0,0.0,0.0,0.0,3.36104,4.26662,3.5182,3.89727,4.22071,1.46083,0.0,0.0,3.59174,3.54896,3.21384,4.74763,0.0,0.0,0.0,0.0,0.0,7.88839,0.0,8.9911,0.0,0.0,0.0,7.50697,0.0,4.8119,5.85842,0.0,0.0,1.48767,0.0,0.0,0.0,0.0,0.0,0.0,7.66241,4.93259,6.12225,0.0,0.0,5.72148,0.0
2024-09-05,4.07788,4.26497,0.0,0.0,0.0,0.0,3.52219,4.06291,4.87538,3.93981,4.36632,1.62651,0.0,0.0,3.37575,3.64717,3.62589,4.75459,0.0,0.0,0.0,0.0,0.0,7.99531,0.0,8.8671,0.0,0.0,0.0,8.36785,0.0,5.43202,8.77802,0.0,0.0,1.35464,0.0,0.0,0.0,0.0,0.0,0.0,6.57425,5.39788,10.1574,0.0,0.0,5.63359,0.0
2024-09-06,1.5084,4.4469,0.0,0.0,0.0,0.0,3.20454,4.05192,4.12048,3.42542,4.12596,2.27377,0.0,0.0,3.04942,3.58182,3.50597,4.76942,0.0,0.0,0.0,0.0,0.0,8.04049,0.0,8.75769,0.0,0.0,0.0,6.5203,0.0,3.68049,6.09414,0.0,0.0,1.24203,0.0,0.0,0.0,0.0,0.0,0.0,6.38049,3.83797,6.31426,0.0,0.0,5.7446,0.0
2024-09-07,1.41032,4.38505,0.0,0.0,0.0,0.0,3.4646,3.94599,3.68969,3.69078,4.1003,2.33985,0.0,0.0,3.1039,3.48287,3.48027,4.77246,0.0,0.0,0.0,0.0,0.0,8.02232,0.0,8.52108,0.0,0.0,0.0,6.31264,0.0,3.63004,5.04808,0.0,0.0,1.31417,0.0,0.0,0.0,0.0,0.0,0.0,6.35851,3.62874,5.06638,0.0,0.0,5.65824,0.0
2024-09-08,1.38246,4.37338,0.0,0.0,0.0,0.0,3.39038,4.13072,3.98733,3.84929,3.91731,1.99045,0.0,0.0,3.05278,3.32321,3.63654,4.78019,0.0,0.0,0.0,0.0,0.0,8.10821,0.0,8.55063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
