date,aave-v3_USDT_Ethereum,morpho-blue_SPARKUSDC_Base,aave-v3_USDC_Ethereum,fluid-lending_USDC_Ethereum,fluid-lending_USDT_Ethereum,morpho-blue_STEAKUSDC_Ethereum,morpho-blue_USUALUSDC+_Ethereum,morpho-blue_REUSDC_Ethereum,morpho-blue_BBQUSDC_Ethereum,morpho-blue_SYRUPUSDC_Ethereum,morpho-blue_GTUSDCCORE_Ethereum,morpho-blue_STEAKUSDT_Ethereum,aave-v3_USDC_Arbitrum,aave-v3_USDTB_Ethereum,morpho-blue_GTUSDC_Ethereum,morpho-blue_HUSDC_Ethereum,aave-v3_USDC_Avalanche,morpho-blue_SMUSDC_Base,morpho-blue_VBSHUSDC_Ethereum,morpho-blue_GTUSDCF_Ethereum,morpho-blue_CSUSDC_Ethereum,fluid-lending_USDC_Arbitrum,aave-v3_USDC_Base,morpho-blue_MWUSDC_Base,aave-v3_USDT_Avalanche,morpho-blue_SUSDS_Ethereum,fluid-lending_SUSDS_Arbitrum
2024-08-10,305454856,0.0,307396617,73189593,62353620,38178479.0,29691662.0,0.0,0.0,0.0,35848820.0,4184888.0,84897459,0.0,20285157.0,0.0,24835098.0,0.0,0.0,0.0,0.0,0.0,3274199,17660771.0,9903352.0,0.0,0.0
2024-08-11,344594328,0.0,341744156,70748459,61246639,38199352.0,29309973.0,0.0,0.0,0.0,35868474.0,4197942.0,84165150,0.0,21967867.0,0.0,26067566.0,0.0,0.0,0.0,0.0,0.0,4279840,17627993.0,11792636.0,0.0,0.0
2024-08-12,330983181,0.0,379655525,66299141,61303662,38168889.0,27869013.0,0.0,0.0,0.0,35701668.0,4207107.0,82819545,0.0,22652069.0,0.0,24834231.0,0.0,0.0,0.0,0.0,0.0,4987960,18501549.0,13052966.0,0.0,0.0
2024-08-13,325319686,0.0,364209840,69536929,59739982,38154032.0,29395271.0,0.0,0.0,0.0,35987661.0,4207609.0,83651396,0.0,20863793.0,0.0,24382528.0,0.0,0.0,0.0,0.0,0.0,5314718,19077663.0,12350593.0,0.0,0.0
2024-08-14,319614325,0.0,378277408,69431138,61671121,39096221.0,28687949.0,0.0,0.0,0.0,31050958.0,4201537.0,79093425,0.0,20773221.0,0.0,27151796.0,0.0,0.0,0.0,0.0,0.0,4544531,19701284.0,12273552.0,0.0,0.0
2024-08-15,340331415,0.0,332520478,68443534,62769358,38730840.0,30451223.0,0.0,0.0,0.0,37350629.0,4156555.0,77725277,0.0,18031433.0,0.0,25342657.0,0.0,0.0,0.0,0.0,0.0,5046148,19860085.0,12245099.0,0.0,0.0
2024-08-16,342766452,0.0,382438412,68590909,61752303,37924452.0,30588690.0,0.0,0.0,0.0,32633932.0,4156037.0,79403623,0.0,17159044.0,0.0,25594613.0,0.0,0.0,0.0,0.0,0.0,4559720,19514742.0,11576253.0,0.0,0.0
2024-08-17,327352565,0.0,331752233,69320660,65506352,38040184.0,30785411.0,0.0,0.0,0.0,34722466.0,4156520.0,77746395,0.0,15664850.0,0.0,25789958.0,0.0,0.0,0.0,0.0,0.0,4721851,19799979.0,11049502.0,0.0,0.0
2024-08-18,335303108,0.0,311411150,70951988,65508124,38169964.0,31859060.0,0.0,0.0,0.0,34948644.0,4157966.0,77307124,0.0,15649312.0,0.0,24135229.0,0.0,0.0,0.0,0.0,0.0,5284714,20055676.0,10379732.0,0.0,0.0
2024-08-19,339716724,0.0,342080908,70280446,65647749,37865858.0,32010249.0,0.0,0.0,0.0,34943321.0,4158276.0,76475795,0.0,15731004.0,0.0,24953417.0,0.0,0.0,0.0,0.0,0.0,5050084,20269651.0,10374140.0,0.0,0.0
2024-08-20,340534778,0.0,318835313,68657040,64727508,37704805.0,32752006.0,0.0,0.0,0.0,37043079.0,4158007.0,73949091,0.0,15743360.0,0.0,25661175.0,0.0,0.0,0.0,0.0,0.0,5710036,20417527.0,10645563.0,0.0,0.0
2024-08-21,355589646,0.0,290983192,72590234,61109013,37667816.0,37340975.0,0.0,0.0,0.0,37166529.0,4146869.0,73464904,0.0,15227843.0,0.0,22238134.0,0.0,0.0,0.0,0.0,0.0,4758043,20407390.0,14041999.0,0.0,0.0
2024-08-22,349943541,0.0,280968971,73460428,63297528,37669545.0,38891040.0,0.0,0.0,0.0,36810961.0,4156846.0,68523947,0.0,15228444.0,0.0,23775740.0,0.0,0.0,0.0,0.0,0.0,4762893,20264722.0,13174127.0,0.0,0.0
2024-08-23,340214578,0.0,265626764,75129745,63699150,37645498.0,38835243.0,0.0,0.0,0.0,36585837.0,4213976.0,65885671,0.0,15683836.0,0.0,26801233.0,0.0,0.0,0.0,0.0,0.0,5176954,20682886.0,7783196.0,0.0,0.0
2024-08-24,328649137,0.0,236849409,75260584,62671749,37667564.0,39867221.0,0.0,0.0,0.0,36614580.0,4202686.0,65169090,0.0,14833888.0,0.0,33049865.0,0.0,0.0,0.0,0.0,0.0,5984336,21427208.0,7201290.0,0.0,0.0
2024-08-25,299150474,0.0,235067069,71920425,62681398,37672163.0,40565574.0,0.0,0.0,0.0,37906549.0,4208284.0,67033997,0.0,15562208.0,0.0,28813647.0,0.0,0.0,0.0,0.0,0.0,5283138,21931957.0,9410906.0,0.0,0.0
2024-08-26,299012395,0.0,227650411,73762697,65529203,39019452.0,45690927.0,0.0,0.0,0.0,38262162.0,4646591.0,57256676,0.0,15614686.0,0.0,22684771.0,0.0,0.0,0.0,0.0,0.0,6197857,22242726.0,13823891.0,0.0,0.0
2024-08-27,320896710,0.0,252831427,80570322,64556856,38006571.0,45195619.0,0.0,0.0,0.0,35950440.0,4707575.0,63152414,0.0,16315865.0,0.0,20658667.0,0.0,0.0,0.0,0.0,0.0,5606426,22767253.0,15344545.0,0.0,0.0
2024-08-28,331735895,0.0,277657936,80919146,64629772,35680603.0,45121799.0,0.0,0.0,0.0,35783749.0,4708173.0,64861020,0.0,15331386.0,0.0,20998034.0,0.0,0.0,0.0,0.0,0.0,5529651,22572224.0,14107624.0,0.0,0.0
2024-08-29,332070978,0.0,284686604,80943443,64951704,34517015.0,43675193.0,0.0,0.0,0.0,35859763.0,4730659.0,69062773,0.0,16740838.0,0.0,28711700.0,0.0,0.0,0.0,0.0,0.0,7633761,21368619.0,12929638.0,0.0,0.0
2024-08-30,361579494,0.0,328253571,80513078,64560600,34494940.0,47104242.0,0.0,0.0,0.0,42060124.0,4837180.0,65905021,0.0,15142267.0,0.0,19730037.0,0.0,0.0,0.0,0.0,0.0,5803747,21377326.0,13158152.0,0.0,0.0
2024-08-31,370959738,0.0,290098277,79781431,64873531,34485806.0,51319380.0,0.0,0.0,0.0,44391528.0,4864102.0,69435202,0.0,13148698.0,0.0,19968514.0,0.0,0.0,0.0,0.0,0.0,6390010,20639870.0,12570628.0,0.0,0.0
2024-09-01,355135213,0.0,289950990,79682908,65206788,34472309.0,52370838.0,0.0,0.0,0.0,44044760.0,4817018.0,73490508,0.0,13045487.0,0.0,20587092.0,0.0,0.0,0.0,0.0,0.0,8408618,20666996.0,12441054.0,0.0,0.0
2024-09-02,364925277,0.0,348989684,79866059,64703772,35507049.0,52803099.0,0.0,0.0,0.0,44365828.0,4862645.0,71852032,0.0,13153254.0,0.0,20633406.0,0.0,0.0,0.0,0.0,0.0,10781308,20859666.0,12412526.0,0.0,0.0
2024-09-03,398115521,0.0,338869481,79499372,65338483,35482259.0,58585699.0,0.0,0.0,0.0,38384909.0,4862928.0,73670058,0.0,13154502.0,0.0,20340195.0,0.0,0.0,0.0,0.0,0.0,8432022,22424326.0,12773566.0,0.0,0.0
2024-09-04,399254845,0.0,336013260,79915060,70128335,34109552.0,57562009.0,0.0,0.0,0.0,38021047.0,4863464.0,75716833,0.0,12797622.0,0.0,23787269.0,0.0,0.0,0.0,0.0,0.0,9381627,21300115.0,12332270.0,0.0,0.0
2024-09-05,379160524,0.0,328192056,78847737,71048414,35231490.0,56640950.0,0.0,0.0,0.0,38284609.0,4842998.0,70342557,0.0,12745410.0,0.0,26995624.0,0.0,0.0,0.0,0.0,0.0,4209306,21926834.0,13733376.0,0.0,0.0
