,aave-v3_PT-EUSDE-14AUG2025_Ethereum,aave-v3_PT-SUSDE-31JUL2025_Ethereum,aave-v3_PT-USDE-31JUL2025_Ethereum,aave-v3_SUSDE_Ethereum,aave-v3_USDC_Ethereum,aave-v3_USDE_Ethereum,aave-v3_USDT_Ethereum,ethena-usde_SUSDE_Ethereum,fluid-lending_USDC_Ethereum,fluid-lending_USDT_Ethereum,morpho-blue_BBQUSDC_Ethereum,morpho-blue_GTUSDCCORE_Ethereum,morpho-blue_PT-SYRUPUSDC-28AUG2025_Ethereum,morpho-blue_PT-USDS-14AUG2025_Ethereum,morpho-blue_REUSDC_Ethereum,morpho-blue_SPARKUSDC_Base,morpho-blue_SPDAI_Ethereum,morpho-blue_STEAKUSDC_Ethereum,morpho-blue_STEAKUSDT_Ethereum,morpho-blue_SYRUPUSDC_Ethereum,morpho-blue_USUALUSDC+_Ethereum
2024-09-24,0.0,0.0,0.0,0.0,4.30955,1.49266,3.19252,6.7323,9.08135,8.409,0.0,11.01852,0.0,0.0,0.0,0.0,9.93745,20.07847,9.38198,0.0,7.7288
2024-09-25,0.0,0.0,0.0,0.0,4.00977,1.53174,3.36058,6.74286,8.9722,8.09138,0.0,9.40302,0.0,0.0,0.0,0.0,9.82276,6.10666,6.63068,0.0,14.35496
2024-09-26,0.0,0.0,0.0,0.0,4.44414,2.47308,3.33628,11.99857,8.17669,10.16214,0.0,10.06259,0.0,0.0,0.0,0.0,9.25963,9.64658,11.85697,0.0,9.47523
2024-09-27,0.0,0.0,0.0,0.0,4.42469,2.67061,3.62401,12.0141,8.70223,8.0035,0.0,6.00608,0.0,0.0,0.0,0.0,8.15407,4.79404,6.77818,0.0,8.10321
2024-09-28,0.0,0.0,0.0,0.0,4.43761,2.44126,3.62693,12.00316,8.54553,7.77636,0.0,6.53995,0.0,0.0,0.0,0.0,9.9779,4.70875,6.53618,0.0,7.80356
2024-09-29,0.0,0.0,0.0,0.0,4.44244,2.49059,3.84545,11.98036,8.54037,7.79196,0.0,7.19427,0.0,0.0,0.0,0.0,8.51283,4.76619,6.55556,0.0,9.41205
2024-09-30,0.0,0.0,0.0,0.0,4.42615,1.86697,4.01216,11.9608,8.08176,7.87013,0.0,8.63293,0.0,0.0,0.0,0.0,7.94886,4.71246,10.69657,0.0,12.29066
2024-10-01,0.0,0.0,0.0,0.0,4.31319,2.03195,3.86078,11.75876,8.24183,7.09414,0.0,6.85431,0.0,0.0,0.0,0.0,7.54893,4.15338,6.1525,0.0,8.29987
2024-10-02,0.0,0.0,0.0,0.0,4.2415,2.0568,3.74157,11.588,8.26205,6.66282,0.0,6.25048,0.0,0.0,0.0,0.0,7.32952,4.03004,6.10614,0.0,8.05016
2024-10-03,0.0,0.0,0.0,0.0,4.17273,2.03507,3.78614,11.39751,7.84042,7.02504,0.0,6.0793,0.0,0.0,0.0,0.0,7.06522,4.5426,6.10071,0.0,8.0887
2024-10-04,0.0,0.0,0.0,0.0,4.05102,1.86167,3.93162,11.03501,7.78755,7.07408,0.0,6.0892,0.0,0.0,0.0,0.0,7.17936,3.75085,5.46784,0.0,7.60532
2024-10-05,0.0,0.0,0.0,0.0,4.13046,2.06117,3.90436,10.92787,7.59893,7.09755,0.0,5.99348,0.0,0.0,0.0,0.0,6.98933,3.89073,5.41694,0.0,7.08496
2024-10-06,0.0,0.0,0.0,0.0,4.13966,2.19838,3.966,10.88611,7.72189,7.07642,0.0,5.89868,0.0,0.0,0.0,0.0,6.93462,3.81987,5.35088,0.0,7.5783
2024-10-07,0.0,0.0,0.0,0.0,4.28221,2.2111,4.15792,10.90281,7.73453,7.1514,0.0,6.01847,0.0,0.0,0.0,0.0,6.69206,4.2511,4.59887,0.0,7.17027
2024-10-08,0.0,0.0,0.0,0.0,4.3553,2.81328,4.10672,10.79969,8.27952,7.69904,0.0,8.98302,0.0,0.0,0.0,0.0,6.36598,5.42908,4.49158,0.0,7.89653
2024-10-09,0.0,0.0,0.0,0.0,4.20921,2.54554,3.62177,10.71361,8.28457,7.73223,0.0,8.85328,0.0,0.0,0.0,0.0,6.33693,4.73384,4.39126,0.0,7.49251
2024-10-10,0.0,0.0,0.0,0.0,4.25114,3.15529,3.46088,10.70443,9.28727,8.39177,0.0,7.7988,0.0,0.0,8.34595,0.0,5.87604,4.53153,3.35375,0.0,15.14027
2024-10-11,0.0,0.0,0.0,0.0,4.43027,3.73274,3.58784,8.5706,9.29,8.39,0.0,6.74415,0.0,0.0,8.66209,0.0,5.60885,3.97133,4.26585,0.0,10.70112
2024-10-12,0.0,0.0,0.0,0.0,4.32083,3.60105,3.60158,8.51304,9.29,8.39,0.0,6.1051,0.0,0.0,8.82461,0.0,5.56024,3.96164,4.13362,0.0,9.69252
2024-10-13,0.0,0.0,0.0,0.0,4.29437,3.72618,3.55557,8.49053,9.29,8.39,0.0,6.47217,0.0,0.0,9.72096,0.0,5.51421,3.86101,4.02524,0.0,10.01148
2024-10-14,0.0,0.0,0.0,0.0,4.54224,3.15241,3.72013,8.38569,9.29,8.39,0.0,7.0221,0.0,0.0,9.49401,0.0,6.08729,5.49996,4.40719,0.0,10.51803
2024-10-15,0.0,0.0,0.0,0.0,4.48284,2.84313,3.98461,8.24526,9.16,7.11,0.0,6.95725,0.0,0.0,9.8637,0.0,6.06011,4.00647,4.52599,0.0,10.34566
2024-10-16,0.0,0.0,0.0,0.0,4.14229,2.56546,4.08092,8.20307,8.21,7.7,0.0,10.47236,0.0,0.0,16.6929,0.0,5.40517,10.01941,4.30927,0.0,8.7708
2024-10-17,0.0,0.0,0.0,0.0,4.07182,2.4383,4.02378,12.8866,7.74,7.92,0.0,5.76018,0.0,0.0,16.56296,0.0,4.96179,3.06032,4.29552,0.0,0.5969
2024-10-18,0.0,0.0,0.0,0.0,9.50266,2.59916,4.09467,12.61983,7.6,6.95,0.0,6.018,0.0,0.0,8.82586,0.0,4.881,4.33287,4.12572,0.0,8.31572
2024-10-19,0.0,0.0,0.0,0.0,4.46578,2.58544,4.25525,11.81298,8.37,7.66,0.0,5.2394,0.0,0.0,8.6524,0.0,4.88402,4.39675,3.92885,0.0,6.0485
2024-10-20,0.0,0.0,0.0,0.0,4.51558,2.6066,4.461,11.55961,8.22,7.48,0.0,5.09014,0.0,0.0,7.24311,0.0,4.7421,3.82872,3.87614,0.0,6.24988
2024-10-21,0.0,0.0,0.0,0.0,4.4489,2.51166,4.47577,11.44043,9.06,8.01,0.0,5.36948,0.0,0.0,7.21213,0.0,4.44548,3.81838,3.9622,0.0,9.02352
2024-10-22,0.0,0.0,0.0,0.0,4.10452,2.63462,4.50397,11.08423,9.28,7.98,0.0,9.19818,0.0,0.0,27.12349,0.0,4.36956,4.07761,3.90347,0.0,8.57991
2024-10-23,0.0,0.0,0.0,0.0,4.54587,2.78077,4.15913,10.89365,8.92,7.66,0.0,7.25533,0.0,0.0,8.95024,0.0,4.91908,3.70523,3.88498,0.0,11.22249
2024-10-24,0.0,0.0,0.0,0.0,4.54941,2.79365,4.16076,13.47638,9.29,7.78,0.0,6.6647,0.0,0.0,7.08866,0.0,4.83988,4.02158,4.17309,0.0,9.54659
2024-10-25,0.0,0.0,0.0,0.0,8.4924,2.98866,3.78123,13.44175,8.81,8.08,0.0,13.21395,0.0,0.0,13.03334,0.0,6.3933,6.44965,8.87102,0.0,19.00555
2024-10-26,0.0,0.0,0.0,0.0,5.45137,4.20884,3.8187,13.32261,8.74,8.2,0.0,6.64087,0.0,0.0,7.7825,0.0,6.45883,3.82439,4.57566,0.0,9.56919
2024-10-27,0.0,0.0,0.0,0.0,4.54339,4.18948,3.87197,13.25078,9.06,8.08,0.0,6.45392,0.0,0.0,7.99976,0.0,7.17494,4.06557,7.2556,0.0,9.22924
2024-10-28,0.0,0.0,0.0,0.0,4.47241,4.56889,3.8259,12.58553,9.14,8.33,0.0,8.54503,0.0,0.0,12.59646,0.0,9.67067,6.64625,8.28521,0.0,11.19957
2024-10-29,0.0,0.0,0.0,0.0,5.92805,4.12061,4.04695,12.48005,9.49,8.43,0.0,11.63505,0.0,0.0,9.53521,0.0,10.18122,9.14101,9.45985,0.0,15.39085
2024-10-30,0.0,0.0,0.0,0.0,4.30048,4.21694,4.23741,12.2824,10.08,8.69,0.0,9.215,0.0,0.0,17.7499,0.0,9.82035,4.41595,10.7845,0.0,8.09178
2024-10-31,0.0,0.0,0.0,0.0,4.37935,4.28689,4.26529,13.59091,9.18,9.31,0.0,6.4081,0.0,0.0,8.75784,0.0,11.81142,3.79778,4.92313,0.0,7.96954
2024-11-01,0.0,0.0,0.0,0.0,5.08134,3.56593,4.30427,13.44553,9.11,11.32,0.0,6.43423,0.0,0.0,7.67616,0.0,8.40861,4.51283,4.91241,0.0,8.14861
2024-11-02,0.0,0.0,0.0,0.0,4.396,3.69613,4.258,13.3815,9.53,11.52,0.0,7.05043,0.0,0.0,7.82121,0.0,14.12634,5.72269,4.97119,0.0,7.49661
2024-11-03,0.0,0.0,0.0,0.0,4.49185,4.73251,4.26043,13.28991,9.58,10.2,0.0,6.25442,0.0,0.0,6.37012,0.0,8.85007,4.26172,9.13785,0.0,9.21844
2024-11-04,0.0,0.0,0.0,0.0,5.42333,5.23417,4.13194,13.13042,9.16,8.7,0.0,9.86495,0.0,0.0,6.47174,0.0,8.07368,4.79888,5.07948,0.0,14.14767
2024-11-05,0.0,0.0,0.0,0.0,8.21068,2.26386,4.06752,13.02961,9.37,9.66,0.0,5.85851,0.0,0.0,4.56741,0.0,9.6089,5.7829,5.05839,0.0,7.97665
2024-11-06,0.0,0.0,0.0,0.0,7.34446,2.79186,6.55225,12.9487,11.05,10.97,0.0,5.80571,0.0,0.0,5.43522,0.0,9.11093,4.40061,16.73384,0.0,8.66634
2024-11-07,0.0,0.0,0.0,0.0,4.40127,3.13836,8.42559,13.16254,8.96,9.39,0.0,7.47587,0.0,0.0,9.01229,0.0,9.93378,4.3395,5.97811,0.0,7.03994
2024-11-08,0.0,0.0,0.0,0.0,4.48201,3.33287,4.55287,12.89641,8.1,12.11,0.0,9.65817,0.0,0.0,10.8266,0.0,8.27978,7.93985,3.97624,0.0,8.28254
2024-11-09,0.0,0.0,0.0,0.0,4.43693,3.07149,4.49212,12.78296,8.34,9.54,0.0,7.24423,0.0,0.0,7.52522,0.0,9.74739,4.42575,2.73634,0.0,8.13646
2024-11-10,0.0,0.0,0.0,0.0,4.53741,3.08111,6.67912,12.69463,22.24,8.87,0.0,9.17572,0.0,0.0,10.89034,0.0,12.32443,7.66542,2.68318,0.0,10.71035
2024-11-11,0.0,0.0,0.0,0.0,7.01659,3.7383,4.51347,12.12185,8.78,17.94,0.0,18.93548,0.0,0.0,14.71857,0.0,11.80283,2.63915,11.00359,0.0,12.86202
2024-11-12,0.0,0.0,0.0,0.0,4.54759,4.21479,4.49381,12.10914,9.24,20.17,0.0,15.50961,0.0,0.0,15.50457,0.0,14.02921,9.47771,20.11913,0.0,17.466
2024-11-13,0.0,0.0,0.0,0.0,11.81532,5.30768,3.78769,11.84714,25.6,8.39,0.0,13.45434,0.0,0.0,11.0338,0.0,10.18072,6.049,5.36501,0.0,13.26005
2024-11-14,0.0,0.0,0.0,0.0,4.28221,5.31743,4.13959,28.39244,22.88,10.51,0.0,10.94032,0.0,0.0,17.92644,0.0,11.07916,8.38062,9.38636,0.0,15.88935
2024-11-15,0.0,0.0,0.0,0.0,4.16756,5.08137,4.17308,27.85588,10.76,14.54,0.0,10.24521,0.0,0.0,11.64996,0.0,12.02854,5.55189,5.27348,0.0,10.54518
2024-11-16,0.0,0.0,0.0,0.0,4.38309,5.38378,4.51392,27.46868,23.5,11.96,0.0,9.75001,0.0,0.0,8.32596,0.0,16.08145,5.37533,5.30898,0.0,12.38613
2024-11-17,0.0,0.0,0.0,0.0,4.25904,6.58324,5.11032,26.83802,11.14,9.47,0.0,12.82932,0.0,0.0,7.68616,0.0,10.9911,7.13201,5.74082,0.0,13.8086
2024-11-18,0.0,0.0,0.0,0.0,7.53857,7.6952,4.5509,25.89078,9.46,18.89,0.0,8.6794,0.0,0.0,7.99484,0.0,13.03958,8.02102,7.66577,0.0,10.62307
2024-11-19,0.0,0.0,0.0,0.0,13.06984,15.34663,13.1542,24.4856,10.34,11.62,0.0,12.16538,0.0,0.0,11.11119,0.0,8.31865,10.21149,11.10446,0.0,19.251
2024-11-20,0.0,0.0,0.0,0.0,4.45949,9.73544,7.30469,23.53169,9.88,11.21,0.0,13.13196,0.0,0.0,11.05584,0.0,8.50164,8.01987,8.75193,0.0,21.19693
2024-11-21,0.0,0.0,0.0,0.0,15.43948,6.33015,7.13824,23.81209,12.31,21.08,0.0,13.77841,0.0,0.0,9.75082,0.0,9.64811,6.28275,14.01303,0.0,18.47303
2024-11-22,0.0,0.0,0.0,0.0,4.38637,5.27411,8.72636,22.92173,12.73,17.23,0.0,9.36977,0.0,0.0,10.88672,0.0,14.84102,6.24141,23.27145,0.0,8.27024
2024-11-23,0.0,0.0,0.0,0.0,8.51858,11.42305,7.69435,22.67978,12.39,13.03,0.0,10.66717,0.0,0.0,8.26023,0.0,13.0624,5.73641,17.88652,0.0,11.15297
2024-11-24,0.0,0.0,0.0,0.0,8.07459,4.17771,4.43791,22.33804,12.6,13.47,0.0,8.80413,0.0,0.0,11.43503,0.0,14.16124,6.19686,7.78556,0.0,8.07513
2024-11-25,0.0,0.0,0.0,0.0,13.03409,4.14626,4.5401,21.95536,19.45,11.2,0.0,10.54116,0.0,0.0,15.38528,0.0,9.31021,6.40594,7.88437,0.0,9.79275
2024-11-26,0.0,0.0,0.0,0.0,10.87179,15.18585,4.52284,21.05265,19.24,10.72,0.0,11.9888,0.0,0.0,10.62576,0.0,13.97928,8.41644,5.22046,0.0,13.06265
2024-11-27,0.0,0.0,0.0,0.0,7.96685,3.73544,9.31937,20.57981,10.65,14.33,0.0,11.30234,0.0,0.0,9.71309,0.0,12.75887,8.06109,2.8964,0.0,10.88687
2024-11-28,0.0,0.0,0.0,0.0,9.16588,5.28395,4.54547,30.42471,12.87,11.37,0.0,17.92781,0.0,0.0,15.62238,0.0,15.77385,10.06364,2.93598,0.0,20.87565
2024-11-29,0.0,0.0,0.0,0.0,9.30167,5.33938,4.50273,28.20761,11.59,17.87,0.0,16.03702,0.0,0.0,15.52079,0.0,16.55564,5.81813,4.17074,0.0,16.34649
2024-11-30,0.0,0.0,0.0,0.0,10.15352,6.10852,8.00385,27.49355,13.93,11.75,0.0,13.64448,0.0,0.0,21.2757,0.0,19.61022,6.28792,3.97573,0.0,10.52254
2024-12-01,0.0,0.0,0.0,0.0,9.77064,10.70087,9.6278,27.11621,13.16,12.14,0.0,18.60122,0.0,0.0,18.31602,0.0,14.28645,8.00967,5.90709,0.0,33.61409
2024-12-02,0.0,0.0,0.0,0.0,41.39938,33.99875,29.19696,25.39213,13.84,12.76,0.0,18.83654,0.0,0.0,17.3199,0.0,17.54248,10.29016,11.96596,0.0,19.33412
2024-12-03,0.0,0.0,0.0,0.0,14.18216,9.43193,13.43745,24.54905,15.0,17.15,0.0,18.16663,0.0,0.0,20.81909,0.0,15.4841,14.16306,12.6884,0.0,13.95335
2024-12-04,0.0,0.0,0.0,0.0,8.94287,3.912,16.55273,24.64637,12.77,30.29,0.0,15.86072,0.0,0.0,14.71577,0.0,17.25386,9.72119,19.45392,0.0,13.86272
2024-12-05,0.0,0.0,0.0,0.0,29.44473,42.52742,9.34018,26.50537,14.28,35.75,0.0,29.93337,0.0,0.0,24.25678,0.0,15.44586,9.53251,36.98709,0.0,56.57043
2024-12-06,0.0,0.0,0.0,0.0,10.78779,15.0166,14.38128,26.29712,11.78,22.79,0.0,18.67172,0.0,0.0,12.21893,0.0,13.6047,13.22746,6.99176,0.0,19.33411
2024-12-07,0.0,0.0,0.0,0.0,4.53173,9.64783,4.50723,26.11915,13.9,16.05,0.0,16.78843,0.0,0.0,19.71062,0.0,18.18713,7.32933,6.06798,0.0,15.6279
2024-12-08,0.0,0.0,0.0,0.0,19.81434,7.85589,6.69117,24.62901,15.92,21.37,0.0,19.53656,0.0,0.0,17.92706,0.0,17.78604,10.92323,6.93365,0.0,26.28611
2024-12-09,0.0,0.0,0.0,0.0,13.3179,13.23628,17.25861,24.50169,17.39,25.92,38.15937,19.70557,0.0,0.0,18.36397,0.0,25.01879,11.59012,7.36191,0.0,25.88364
2024-12-10,0.0,0.0,0.0,0.0,7.3712,7.51642,11.9057,24.37669,16.21,12.47,15.44598,19.81742,0.0,0.0,26.19525,0.0,19.46822,19.33672,7.23446,0.0,14.81411
2024-12-11,0.0,0.0,0.0,0.0,15.02169,10.64929,14.46671,23.99957,13.78,20.26,16.91282,20.48293,0.0,0.0,21.91205,0.0,17.03094,11.00936,7.18317,0.0,30.45706
2024-12-12,0.0,0.0,0.0,0.0,10.56378,9.79441,4.4312,27.08571,15.62,13.69,16.55953,14.95546,0.0,0.0,16.52406,0.0,14.39563,9.35128,6.78922,0.0,15.03468
2024-12-13,0.0,0.0,0.0,0.0,12.48325,5.23119,8.38286,26.92772,18.02,12.93,17.02647,13.7507,0.0,0.0,16.25582,0.0,19.24616,8.02104,26.59466,0.0,15.41135
2024-12-14,0.0,0.0,0.0,0.0,11.00819,10.01638,4.19405,26.81781,13.56,14.24,22.69788,13.95012,0.0,0.0,14.73057,0.0,14.368,11.94035,15.49701,0.0,22.53855
2024-12-15,0.0,0.0,0.0,0.0,10.42644,5.1904,4.39797,26.72828,12.97,13.42,19.29523,15.111,0.0,0.0,16.07063,0.0,17.11605,10.02127,7.72909,0.0,18.73334
2024-12-16,0.0,0.0,0.0,0.0,13.10755,12.65666,10.10772,26.55562,14.35,15.85,17.58442,17.39914,0.0,0.0,21.19587,0.0,19.02383,8.7276,11.00227,0.0,16.14477
2024-12-17,0.0,0.0,0.0,0.0,10.29893,10.36455,10.09064,26.42194,16.12,13.1,19.68274,15.15559,0.0,0.0,16.11306,0.0,15.25932,7.31265,8.44862,0.0,20.03928
2024-12-18,0.0,0.0,0.0,0.0,12.50896,7.18996,10.18314,26.29536,15.13,14.46,43.47275,28.93197,0.0,0.0,29.43863,0.0,16.09419,20.83312,7.59935,0.0,40.34149
2024-12-19,0.0,0.0,0.0,0.0,12.17848,9.61333,9.93428,14.09278,23.4,11.66,30.99002,25.26911,0.0,0.0,19.31609,0.0,14.67069,7.44811,17.47823,0.0,28.41718
2024-12-20,0.0,0.0,0.0,0.0,13.71923,6.85818,9.34772,14.18352,15.34,15.86,22.35585,17.32144,0.0,0.0,18.14262,0.0,14.45863,6.1722,9.87184,0.0,18.05999
2024-12-21,0.0,0.0,0.0,0.0,9.93794,8.53219,8.84618,14.20325,13.85,13.85,14.27364,16.29235,0.0,0.0,25.98413,0.0,14.20756,4.17294,8.89271,0.0,11.37002
2024-12-22,0.0,0.0,0.0,0.0,9.62192,7.38599,8.63781,14.27096,13.96,11.55,21.25955,16.57326,0.0,0.0,11.89644,0.0,13.28098,4.00789,8.57549,0.0,23.477
2024-12-23,0.0,0.0,0.0,0.0,9.73311,6.40296,9.20827,14.27636,15.86,12.04,24.05122,19.24921,0.0,0.0,13.37683,0.0,15.11916,8.71992,10.90955,0.0,25.1817
2024-12-24,0.0,0.0,0.0,0.0,9.88199,7.47884,8.58205,14.30905,14.97,12.86,23.37871,24.72988,0.0,0.0,17.82676,0.0,13.00264,10.36043,14.15176,0.0,28.0451
2024-12-25,0.0,0.0,0.0,0.0,10.15326,7.24056,8.53971,14.34881,14.39,13.15,22.59483,17.83027,0.0,0.0,19.35709,0.0,11.86261,5.71733,8.76484,0.0,23.02643
2024-12-26,0.0,0.0,0.0,0.0,10.29741,10.66714,8.31023,11.79436,15.71,12.33,19.5371,15.05688,0.0,0.0,14.33534,0.0,13.9931,3.62444,9.26433,0.0,14.71363
2024-12-27,0.0,0.0,0.0,0.0,10.16327,6.84067,8.247,11.92697,18.45,12.39,17.42969,14.98073,0.0,0.0,13.9959,0.0,12.17521,3.73395,5.56783,0.0,15.16398
2024-12-28,0.0,0.0,0.0,0.0,10.01395,6.51765,7.60096,11.96008,14.96,11.95,19.20367,15.81012,0.0,0.0,14.24318,0.0,12.62946,5.58013,5.88581,0.0,17.48924
2024-12-29,0.0,0.0,0.0,0.0,9.92251,6.58046,6.81821,12.01818,14.55,11.85,18.46335,16.99261,0.0,0.0,12.48229,0.0,11.6791,7.26322,5.72358,0.0,16.8384
2024-12-30,0.0,0.0,0.0,0.0,9.18647,6.81106,7.78914,12.04387,13.88,10.93,16.97966,15.12196,0.0,0.0,16.60652,0.0,13.24826,7.05184,7.30033,0.0,16.54202
2024-12-31,0.0,0.0,0.0,0.0,9.16578,7.12855,7.41604,12.09662,12.86,12.3,16.80432,13.76302,0.0,0.0,18.24194,0.0,14.47727,6.16469,5.72676,0.0,15.45902
2025-01-01,0.0,0.0,0.0,0.0,10.00571,6.94865,6.08619,12.11525,13.07,12.04,14.67459,14.1582,0.0,0.0,17.36065,0.0,13.83429,6.43184,5.56121,0.0,16.34891
2025-01-02,0.0,0.0,0.0,0.0,9.08394,4.01788,6.76524,11.10897,12.25,12.6,16.72434,16.00263,0.0,0.0,15.81849,0.0,12.70638,10.20401,5.41889,0.0,17.83395
2025-01-03,0.0,0.0,0.0,0.0,9.06658,2.3003,7.80485,11.12732,11.07,12.95,18.8992,15.12762,0.0,0.0,20.26278,0.0,13.27602,4.50917,7.97082,0.0,13.91853
2025-01-04,0.0,0.0,0.0,0.0,8.84268,7.28614,7.73115,11.12982,11.17,13.45,13.07211,12.55568,0.0,0.0,14.58209,0.0,13.55088,10.33287,12.40013,0.0,13.24217
2025-01-05,0.0,0.0,0.0,0.0,8.72169,7.24028,7.46655,11.10739,11.42,12.88,13.82963,13.29218,0.0,0.0,14.952,0.0,15.50988,13.37992,10.60676,0.0,14.55497
2025-01-06,0.0,0.0,0.0,0.0,9.07242,7.14598,7.71516,11.1002,11.43,13.57,14.43389,13.68162,0.0,0.0,13.22227,0.0,14.47113,12.2616,5.68315,0.0,15.95744
2025-01-07,0.0,0.0,0.0,0.0,8.54004,6.53904,18.2921,11.14644,12.94,12.69,14.48637,13.4463,0.0,0.0,14.41391,0.0,13.14936,9.01387,6.72049,0.0,14.76818
2025-01-08,0.0,0.0,0.0,0.0,8.5627,6.89712,8.88274,11.19504,14.16,13.03,12.87434,12.73459,0.0,0.0,12.22968,0.0,13.36491,10.40356,3.74604,0.0,14.02484
2025-01-09,0.0,0.0,0.0,0.0,8.27664,6.87364,7.68092,12.71388,13.15,13.72,10.65493,12.79309,0.0,0.0,11.46501,0.0,13.15215,9.3381,6.02683,0.0,11.06046
2025-01-10,0.0,0.0,0.0,0.0,8.2588,7.19825,7.34142,12.77498,13.68,13.04,9.03506,8.87566,0.0,0.0,10.62013,0.0,12.5753,5.8685,5.99003,0.0,60.66439
2025-01-11,0.0,0.0,0.0,0.0,8.24229,6.68167,7.1728,12.75076,12.42,12.66,11.90055,9.40495,0.0,0.0,12.38326,0.0,12.66075,5.06886,7.17013,0.0,12.99378
2025-01-12,0.0,0.0,0.0,0.0,8.13099,6.76268,6.87464,12.78118,13.4,13.36,11.49254,10.88954,0.0,0.0,10.38241,0.0,11.01256,7.01178,7.15549,0.0,14.85319
2025-01-13,0.0,0.0,0.0,0.0,7.93647,10.43725,6.78902,12.93126,11.33,14.28,13.67048,11.62025,0.0,0.0,12.80853,0.0,11.24336,10.75615,8.18592,0.0,16.01156
2025-01-14,0.0,0.0,0.0,0.0,7.61419,7.2152,6.6447,12.92124,11.39,11.09,13.21461,11.03479,0.0,0.0,13.06776,0.0,11.07348,8.91055,6.12824,0.0,13.46764
2025-01-15,0.0,0.0,0.0,0.0,8.27206,7.82155,6.78495,12.88041,10.3,11.51,12.94024,12.46207,0.0,0.0,13.20627,3.53838,9.84705,14.35083,7.12692,0.0,28.54287
2025-01-16,0.0,0.0,0.0,0.0,7.83896,6.79275,6.93877,12.81306,11.54,11.21,13.88776,11.67264,0.0,0.0,13.73711,2.97572,12.35335,7.48828,6.13663,0.0,19.89144
2025-01-17,0.0,0.0,0.0,0.0,8.52139,6.50944,7.10533,9.40214,9.79,9.38,11.63453,10.34363,0.0,0.0,11.25091,4.12932,10.66093,7.20082,7.44625,0.0,17.72477
2025-01-18,0.0,0.0,0.0,0.0,8.50128,2.59142,6.33449,9.41288,13.18,8.47,12.40148,12.25884,0.0,0.0,12.18192,5.02935,11.26098,10.42538,8.08671,0.0,17.67344
2025-01-19,0.0,0.0,0.0,0.0,9.24035,2.59142,6.50666,9.41345,13.47,8.91,14.85734,15.37505,0.0,0.0,13.845,8.0007,11.65821,11.42775,6.314,0.0,20.34752
2025-01-20,0.0,0.0,0.0,0.0,8.85182,2.90812,6.97818,9.41895,13.86,8.95,12.18552,11.81256,0.0,0.0,12.11877,7.01,11.80676,9.69834,5.79158,0.0,13.52424
2025-01-21,0.0,0.0,0.0,0.0,8.58664,3.19457,7.12073,9.41984,10.23,10.6,9.46146,9.38276,0.0,0.0,9.59698,4.91396,11.62799,9.36364,6.75456,0.0,9.2059
2025-01-22,0.0,0.0,0.0,0.0,7.86393,3.10514,7.57672,9.4064,11.21,9.78,12.76904,12.68114,0.0,0.0,12.57655,5.67169,11.26993,7.80923,7.82114,0.0,12.86777
2025-01-23,0.0,0.0,0.0,0.0,7.43024,3.17925,6.72921,14.76511,10.17,10.14,9.87776,9.62238,0.0,0.0,10.17677,5.67807,11.63608,7.96189,9.35452,0.0,23.99418
2025-01-24,0.0,0.0,0.0,0.0,7.1385,4.10757,6.85605,14.75586,10.39,9.35,13.18994,12.73986,0.0,0.0,12.91833,10.13556,13.51907,13.20022,19.44699,0.0,15.00169
2025-01-25,0.0,0.0,0.0,0.0,6.92615,3.80859,6.56326,14.72233,10.17,8.84,14.54346,12.58019,0.0,0.0,13.47077,9.2633,12.81046,11.05875,11.08936,0.0,16.58311
2025-01-26,0.0,0.0,0.0,0.0,6.78294,3.74492,6.62548,14.71928,9.72,8.2,13.13329,12.12667,0.0,0.0,12.52073,9.15157,12.89365,10.97232,12.35377,0.0,13.37554
2025-01-27,0.0,0.0,0.0,0.0,6.64822,3.88653,8.95123,14.78006,9.28,9.46,12.72401,11.59381,0.0,0.0,12.23813,13.80044,17.51137,10.63997,11.93768,0.0,13.49564
2025-01-28,0.0,0.0,0.0,0.0,6.46669,3.93017,6.49021,14.53609,11.2,10.28,15.1265,12.49739,0.0,0.0,14.5271,9.68792,14.00281,11.5465,13.0091,0.0,13.66439
2025-01-29,0.0,0.0,0.0,0.0,6.42766,3.99886,6.38666,14.39161,10.01,11.3,14.01582,11.77652,0.0,0.0,13.35999,9.4816,13.68862,12.22813,10.67322,0.0,13.5096
2025-01-30,0.0,0.0,0.0,0.0,6.49592,4.32538,6.06483,11.80945,9.2,10.95,13.91617,12.73214,0.0,0.0,13.31955,9.51926,13.59496,11.23488,10.17288,0.0,17.85669
2025-01-31,0.0,0.0,0.0,0.0,6.07688,4.16027,5.59762,11.79589,9.68,9.65,13.61502,12.37936,0.0,0.0,13.09624,8.0585,17.54763,11.05604,14.94823,0.0,14.09444
2025-02-01,0.0,0.0,0.0,0.0,5.97805,4.27296,5.62673,11.84035,10.4,9.2,15.4806,13.16077,0.0,0.0,14.72006,7.36951,15.57396,10.08249,10.57712,0.0,16.40069
2025-02-02,0.0,0.0,0.0,0.0,5.97205,4.29442,5.79945,11.78846,9.05,8.83,12.9614,11.16878,0.0,0.0,12.33618,7.09005,14.56144,8.75175,12.36443,0.0,20.45766
2025-02-03,0.0,0.0,0.0,0.0,4.73504,4.28299,6.93445,11.99973,8.7,10.6,11.92401,9.36394,0.0,0.0,11.39887,7.39521,13.26928,8.62334,26.50278,0.0,12.03356
