,aave-v3_PT-EUSDE-14AUG2025_Ethereum,aave-v3_PT-SUSDE-31JUL2025_Ethereum,aave-v3_PT-USDE-31JUL2025_Ethereum,aave-v3_SUSDE_Ethereum,aave-v3_USDC_Ethereum,aave-v3_USDE_Ethereum,aave-v3_USDT_Ethereum,ethena-usde_SUSDE_Ethereum,fluid-lending_USDC_Ethereum,fluid-lending_USDT_Ethereum,morpho-blue_BBQUSDC_Ethereum,morpho-blue_GTUSDCCORE_Ethereum,morpho-blue_PT-SYRUPUSDC-28AUG2025_Ethereum,morpho-blue_PT-USDS-14AUG2025_Ethereum,morpho-blue_REUSDC_Ethereum,morpho-blue_SPARKUSDC_Base,morpho-blue_SPDAI_Ethereum,morpho-blue_STEAKUSDC_Ethereum,morpho-blue_STEAKUSDT_Ethereum,morpho-blue_SYRUPUSDC_Ethereum,morpho-blue_USUALUSDC+_Ethereum
2024-09-30,0.0,0.0,0.0,0.0,140048611,34871559,223080468,1046791058,77955507,80012497,0.0,39034802.0,0.0,0.0,0.0,0.0,325485087.0,50746852.0,5219346.0,0.0,56122548.0
2024-10-01,0.0,0.0,0.0,0.0,158323493,30749749,252862875,1063816180,76514735,88826312,0.0,46591495.0,0.0,0.0,0.0,0.0,325042251.0,49618738.0,6232344.0,0.0,54254032.0
2024-10-02,0.0,0.0,0.0,0.0,170504860,30564164,279871431,1078668640,76492164,94852081,0.0,46176492.0,0.0,0.0,0.0,0.0,326130316.0,48280667.0,6234131.0,0.0,56785550.0
2024-10-03,0.0,0.0,0.0,0.0,180946312,26028786,271831207,1095761073,80444690,89781652,0.0,46564570.0,0.0,0.0,0.0,0.0,325995506.0,47049049.0,6212872.0,0.0,56479361.0
2024-10-04,0.0,0.0,0.0,0.0,199219776,25092193,244175192,1111451288,80990836,89159314,0.0,48280776.0,0.0,0.0,0.0,0.0,325228537.0,52342104.0,6783030.0,0.0,58770658.0
2024-10-05,0.0,0.0,0.0,0.0,184672207,23909305,250664067,1121807741,83001130,88864511,0.0,47311456.0,0.0,0.0,0.0,0.0,325289416.0,51566074.0,6693201.0,0.0,63199667.0
2024-10-06,0.0,0.0,0.0,0.0,184267679,22677697,238416134,1125899297,81842960,89308179,0.0,47338554.0,0.0,0.0,0.0,0.0,324934773.0,51589462.0,6684763.0,0.0,60675995.0
2024-10-07,0.0,0.0,0.0,0.0,160411068,22487261,202667438,1124259042,81111983,87353352,0.0,48175466.0,0.0,0.0,0.0,0.0,325353222.0,51544438.0,7235192.0,0.0,60979831.0
2024-10-08,0.0,0.0,0.0,0.0,147985007,17377382,211911989,1134467486,76143156,81785926,0.0,48910279.0,0.0,0.0,0.0,0.0,325484310.0,52252390.0,7225313.0,0.0,58978996.0
2024-10-09,0.0,0.0,0.0,0.0,170704203,19533217,316763345,1143138937,76131854,81472741,0.0,49336927.0,0.0,0.0,0.0,0.0,326500719.0,52282801.0,7215455.0,0.0,59922315.0
2024-10-10,0.0,0.0,0.0,0.0,165392475,17073217,347961324,1144072245,67904052,75004269,0.0,51520372.0,0.0,0.0,1000025.0,0.0,325024379.0,51262602.0,7469351.0,0.0,57405391.0
2024-10-11,0.0,0.0,0.0,0.0,138415440,14404398,317227963,1143958615,71349715,77504924,0.0,51368928.0,0.0,0.0,999350.0,0.0,324802773.0,53802041.0,7607550.0,0.0,59722272.0
2024-10-12,0.0,0.0,0.0,0.0,155495725,15047220,315448247,1151389331,73413675,86490614,0.0,52060003.0,0.0,0.0,1000436.0,0.0,325380140.0,53237548.0,7760430.0,0.0,60643358.0
2024-10-13,0.0,0.0,0.0,0.0,160266554,14380651,326588941,1154322484,71989480,88666070,0.0,52534484.0,0.0,0.0,999909.0,0.0,325148281.0,53189982.0,7800313.0,0.0,61379213.0
2024-10-14,0.0,0.0,0.0,0.0,123829945,16775039,295288527,1168192679,72831740,88333545,0.0,52223882.0,0.0,0.0,1000826.0,0.0,299982514.0,53263026.0,7893593.0,0.0,63256194.0
2024-10-15,0.0,0.0,0.0,0.0,132885196,18064640,243335258,1187323280,72449719,87596101,0.0,51929386.0,0.0,0.0,1001570.0,0.0,300754906.0,52031945.0,7765069.0,0.0,63712613.0
2024-10-16,0.0,0.0,0.0,0.0,187633231,19341892,226284264,1193199268,76838402,85003224,0.0,41845009.0,0.0,0.0,1379863.0,0.0,299495138.0,49095397.0,7979899.0,0.0,64287207.0
2024-10-17,0.0,0.0,0.0,0.0,198550787,19913509,239216931,1218715761,81688978,80148524,0.0,52513086.0,0.0,0.0,2473110.0,0.0,300083706.0,50085422.0,7988804.0,0.0,63853766.0
2024-10-18,0.0,0.0,0.0,0.0,110049507,19369738,225926313,1243005897,84182877,86818381,0.0,44819747.0,0.0,0.0,2472856.0,0.0,299572740.0,49461299.0,8136163.0,0.0,69204301.0
2024-10-19,0.0,0.0,0.0,0.0,135859837,19445251,196034217,1323140455,84690790,86896372,0.0,44761248.0,0.0,0.0,2494530.0,0.0,300382261.0,51957509.0,8076699.0,0.0,73314644.0
2024-10-20,0.0,0.0,0.0,0.0,127358870,18977640,157945531,1350610323,85773453,88224128,0.0,44704655.0,0.0,0.0,3314813.0,0.0,300162012.0,52319530.0,8097773.0,0.0,71577004.0
2024-10-21,0.0,0.0,0.0,0.0,136918653,19457415,155839135,1363952497,82360500,85114363,0.0,44750048.0,0.0,0.0,3318458.0,0.0,299896038.0,55808411.0,8110930.0,0.0,71217757.0
2024-10-22,0.0,0.0,0.0,0.0,197309721,18893896,150322224,1405535521,82792151,87123012,0.0,44748739.0,0.0,0.0,3318885.0,0.0,399884645.0,55616737.0,8253746.0,0.0,71155463.0
2024-10-23,0.0,0.0,0.0,0.0,124525597,18217675,214247557,1428899579,84789785,89623164,0.0,43729748.0,0.0,0.0,4320279.0,0.0,399893053.0,55575382.0,8165338.0,0.0,71555847.0
2024-10-24,0.0,0.0,0.0,0.0,128551725,18268030,214874468,1419573593,83013271,89247288,0.0,44696788.0,0.0,0.0,6119993.0,0.0,399155794.0,55208041.0,7552419.0,0.0,71485775.0
2024-10-25,0.0,0.0,0.0,0.0,121346475,17247015,292458551,1423014091,88069053,88871119,0.0,43376562.0,0.0,0.0,6301386.0,0.0,400078392.0,54286919.0,7076025.0,0.0,72769527.0
2024-10-26,0.0,0.0,0.0,0.0,122269693,12450854,283368748,1434983700,88249417,89475783,0.0,43457691.0,0.0,0.0,6286848.0,0.0,400148555.0,54376396.0,7755617.0,0.0,71992357.0
2024-10-27,0.0,0.0,0.0,0.0,126577178,12516694,270586988,1442304655,87357173,92429744,0.0,43737919.0,0.0,0.0,6293230.0,0.0,399813925.0,54093053.0,7183429.0,0.0,72416476.0
2024-10-28,0.0,0.0,0.0,0.0,137683967,10785691,286815759,1514071647,87321851,92706671,0.0,41576621.0,0.0,0.0,6294985.0,0.0,400698069.0,52724230.0,7199079.0,0.0,72432028.0
2024-10-29,0.0,0.0,0.0,0.0,119477439,12951018,239879212,1526152714,87343539,92056312,0.0,40714195.0,0.0,0.0,6496927.0,0.0,400242355.0,52713159.0,7114714.0,0.0,70298271.0
2024-10-30,0.0,0.0,0.0,0.0,167056197,12616830,203126770,1549347959,86626558,94152776,0.0,43905960.0,0.0,0.0,6702739.0,0.0,400832503.0,52737825.0,6843640.0,0.0,78219178.0
2024-10-31,0.0,0.0,0.0,0.0,153931339,12421953,201606204,1573461136,93731071,85421122,0.0,46539504.0,0.0,0.0,6747128.0,0.0,400241567.0,52617261.0,6841814.0,0.0,79258430.0
2024-11-01,0.0,0.0,0.0,0.0,123010638,15148837,192508362,1589454470,91852653,87824400,0.0,43720128.0,0.0,0.0,7299071.0,0.0,402025606.0,51313256.0,6827214.0,0.0,75518938.0
2024-11-02,0.0,0.0,0.0,0.0,150732392,14376931,201366795,1596608473,92226068,88534710,0.0,43707046.0,0.0,0.0,7292003.0,0.0,401483270.0,51720427.0,6692524.0,0.0,76784605.0
2024-11-03,0.0,0.0,0.0,0.0,135488769,9498471,201102056,1606961802,91494428,89483350,0.0,44012186.0,0.0,0.0,11183336.0,0.0,400802961.0,51740876.0,6709938.0,0.0,71121753.0
2024-11-04,0.0,0.0,0.0,0.0,121887036,8036218,226699763,1625334101,97175688,88314478,0.0,43423874.0,0.0,0.0,11187628.0,0.0,399996293.0,49981532.0,6750424.0,0.0,70049114.0
2024-11-05,0.0,0.0,0.0,0.0,115655147,18206973,239872615,1637177926,96418002,87818497,0.0,43368526.0,0.0,0.0,11143346.0,0.0,400152363.0,49808750.0,6729020.0,0.0,75783861.0
2024-11-06,0.0,0.0,0.0,0.0,118349646,16046363,143708494,1646817695,93858277,88973991,0.0,43080353.0,0.0,0.0,11146135.0,0.0,399658361.0,49408195.0,6709808.0,0.0,74896526.0
2024-11-07,0.0,0.0,0.0,0.0,151830456,14573364,140125847,1671119863,98316048,88066467,0.0,42679217.0,0.0,0.0,10905420.0,0.0,400304301.0,50423663.0,6701354.0,0.0,76527710.0
2024-11-08,0.0,0.0,0.0,0.0,142263612,13455713,146213688,1703595906,104407552,87984558,0.0,43645942.0,0.0,0.0,11361373.0,0.0,400239605.0,53834622.0,6196199.0,0.0,79037720.0
2024-11-09,0.0,0.0,0.0,0.0,151714685,14382702,161119228,1717851268,106132642,91614637,0.0,44210319.0,0.0,0.0,13060923.0,0.0,400354088.0,64027478.0,5969634.0,0.0,78040766.0
2024-11-10,0.0,0.0,0.0,0.0,137082393,14340576,144676959,1729125346,96104981,92523582,0.0,43480360.0,0.0,0.0,13063874.0,0.0,400475834.0,65409582.0,5953489.0,0.0,74644616.0
2024-11-11,0.0,0.0,0.0,0.0,130697078,11704373,157400640,1806221579,99270342,94914589,0.0,37110041.0,0.0,0.0,12868395.0,0.0,399864989.0,59978186.0,5943765.0,0.0,73011904.0
2024-11-12,0.0,0.0,0.0,0.0,142308552,10062387,158831648,1808014357,100844214,91268237,0.0,41132998.0,0.0,0.0,12827011.0,0.0,400238527.0,59737026.0,5302113.0,0.0,72203627.0
2024-11-13,0.0,0.0,0.0,0.0,120612559,7251960,328325729,1845839517,98167328,95999773,0.0,39566552.0,0.0,0.0,12294356.0,0.0,399205985.0,59440210.0,5617656.0,0.0,69844822.0
2024-11-14,0.0,0.0,0.0,0.0,189957462,6885488,250507202,1892241009,102090571,89290452,0.0,40413844.0,0.0,0.0,12548338.0,0.0,399964020.0,60319117.0,4603830.0,0.0,67240119.0
2024-11-15,0.0,0.0,0.0,0.0,218639358,7742936,247006948,1924566031,99724505,89597620,0.0,40583240.0,0.0,0.0,12290964.0,0.0,400114746.0,60778530.0,5251321.0,0.0,65926507.0
2024-11-16,0.0,0.0,0.0,0.0,176038090,6950574,172961764,1948673879,103815470,89888935,0.0,41508908.0,0.0,0.0,14290990.0,0.0,399684583.0,60778997.0,5246634.0,0.0,65059392.0
2024-11-17,0.0,0.0,0.0,0.0,198454943,6776864,163901406,1989423101,108367180,99353349,0.0,40477774.0,0.0,0.0,14296884.0,0.0,399105933.0,60799095.0,5056299.0,0.0,66113785.0
2024-11-18,0.0,0.0,0.0,28138232.0,134019255,6604350,169446291,2054341233,106214645,96858306,0.0,44261721.0,0.0,0.0,13611412.0,0.0,400728327.0,59610220.0,5033130.0,0.0,75586573.0
2024-11-19,0.0,0.0,0.0,44890074.0,119963308,5157228,146890717,2159858728,102529964,99821965,0.0,48096583.0,0.0,0.0,13613361.0,0.0,501020927.0,55626592.0,5022757.0,0.0,79856793.0
2024-11-20,0.0,0.0,0.0,44934578.0,160151915,5955576,162857045,2238643502,104746238,99262792,0.0,49833672.0,0.0,0.0,13371886.0,0.0,599878363.0,54500431.0,5025802.0,0.0,85601211.0
2024-11-21,0.0,0.0,0.0,44971001.0,112654282,6451991,167254599,2329026578,105417842,95338602,0.0,53388055.0,0.0,0.0,13354946.0,0.0,599168681.0,56193985.0,5329568.0,0.0,86635730.0
2024-11-22,0.0,0.0,0.0,45006437.0,176598872,6682317,166207224,2410641378,105257287,95410031,0.0,55249266.0,0.0,0.0,13368773.0,0.0,600396959.0,59848373.0,4589783.0,0.0,88872609.0
2024-11-23,0.0,0.0,0.0,45059295.0,133697284,5541053,171981381,2433924075,106694892,102346856,0.0,53112903.0,0.0,0.0,12620636.0,0.0,600385766.0,73562517.0,4597270.0,0.0,89270986.0
2024-11-24,0.0,0.0,0.0,45019431.0,134694314,9411443,210499740,2467665112,108134625,100643222,0.0,56937419.0,0.0,0.0,12621970.0,0.0,602122010.0,71292028.0,4475545.0,0.0,85030184.0
2024-11-25,0.0,0.0,0.0,45058854.0,119085071,9812599,187265890,2506691559,111859456,101145808,0.0,58216297.0,0.0,0.0,12029633.0,0.0,649727118.0,70298923.0,4466472.0,0.0,75278359.0
2024-11-26,0.0,0.0,0.0,44925564.0,126114934,2746796,191912943,2604354386,114133382,98967173,0.0,59644994.0,0.0,0.0,12562702.0,0.0,650783303.0,71047825.0,8193349.0,0.0,73121104.0
2024-11-27,0.0,0.0,0.0,45101015.0,138799397,6771273,169089857,2658919181,113255964,100810557,0.0,64999565.0,0.0,0.0,12061931.0,0.0,650140338.0,71923700.0,12743033.0,0.0,81743286.0
2024-11-28,0.0,0.0,0.0,45078780.0,135622866,4222229,186417628,2690091106,109766543,104372208,0.0,67498152.0,0.0,0.0,12713217.0,0.0,651732257.0,72107451.0,11904650.0,0.0,74595292.0
2024-11-29,0.0,0.0,0.0,45151344.0,141722811,4133553,202148226,2876183189,106984354,102457568,0.0,75088935.0,0.0,0.0,12718859.0,0.0,650968250.0,77966489.0,11536763.0,0.0,77072636.0
2024-11-30,0.0,0.0,0.0,45178400.0,136733555,3977074,179951028,2942475357,106891719,107023707,0.0,89246561.0,0.0,0.0,12955455.0,0.0,651238022.0,73578990.0,11783774.0,0.0,80976150.0
2024-12-01,0.0,0.0,0.0,45204917.0,136460953,3601508,175554705,2978911452,107128759,107008754,0.0,90344873.0,0.0,0.0,14078453.0,0.0,651544377.0,73340141.0,11833460.0,0.0,72111005.0
2024-12-02,0.0,0.0,0.0,45132900.0,46885213,1668433,117043801,3159105555,106039611,105510858,0.0,86336632.0,0.0,0.0,13513911.0,0.0,651096994.0,75541840.0,11759494.0,0.0,79869016.0
2024-12-03,0.0,0.0,0.0,45210596.0,127021832,3840753,161670904,3256398057,108534362,102956879,0.0,86896406.0,0.0,0.0,13504205.0,0.0,749752672.0,72313694.0,11873143.0,0.0,86018182.0
2024-12-04,0.0,0.0,0.0,45127086.0,144043642,7979111,153494277,3244828763,108269232,103328667,0.0,85235682.0,0.0,0.0,13517759.0,0.0,750685273.0,72354312.0,11324886.0,0.0,89795049.0
2024-12-05,0.0,0.0,0.0,44761714.0,84040463,1118249,177703274,3522382327,108811936,99427576,0.0,83936872.0,0.0,0.0,13517226.0,0.0,702574801.0,73835749.0,10471902.0,0.0,83798132.0
2024-12-06,0.0,0.0,0.0,45375703.0,144750086,3000830,168744897,3547295608,119365608,101382163,0.0,98578429.0,0.0,0.0,10769182.0,0.0,698976046.0,74012122.0,11685491.0,0.0,90572243.0
2024-12-07,0.0,0.0,0.0,45356050.0,174683467,3421866,218597855,3568899456,124614813,103392869,0.0,96010455.0,0.0,0.0,10903852.0,0.0,700413714.0,77147060.0,13415924.0,0.0,107147203.0
2024-12-08,0.0,0.0,0.0,45381614.0,119469191,3767124,197030959,3761993248,124748693,103533940,0.0,91498653.0,0.0,0.0,10896821.0,0.0,701006785.0,75367981.0,11786195.0,0.0,126377503.0
2024-12-09,0.0,0.0,0.0,45294331.0,140728540,3336313,163584209,3779576002,128622337,107633804,106928.0,83985365.0,0.0,0.0,10918746.0,0.0,700023897.0,75228668.0,11329933.0,0.0,139436955.0
2024-12-10,0.0,0.0,0.0,45355042.0,160906100,3977192,182568806,3797016484,133948470,113875019,236116.0,82561403.0,0.0,0.0,11012428.0,0.0,698296546.0,74746624.0,11424212.0,0.0,141310283.0
2024-12-11,0.0,0.0,0.0,45499042.0,135236091,3861185,174931950,3850732078,133332004,113581744,1729569.0,82212211.0,0.0,0.0,13018077.0,0.0,701103814.0,74927431.0,11217840.0,0.0,160593605.0
2024-12-12,0.0,0.0,0.0,45477710.0,151728340,3915082,247381605,3875881637,139148368,117123230,2728312.0,86422924.0,0.0,0.0,13240272.0,0.0,701544849.0,73273083.0,11180907.0,0.0,166148277.0
2024-12-13,0.0,0.0,0.0,45504097.0,145778614,4613185,200530983,3896148759,136732135,122654551,2631262.0,85656736.0,0.0,0.0,14358338.0,0.0,697949914.0,73594105.0,11460466.0,0.0,157882354.0
2024-12-14,0.0,0.0,0.0,45484930.0,151573045,3923829,330579571,3910387771,142582064,122412277,2947231.0,85363746.0,0.0,0.0,15409787.0,0.0,700331879.0,74428455.0,11816672.0,0.0,157396082.0
2024-12-15,0.0,0.0,0.0,45465658.0,153338995,4822315,271449923,3922072828,145498939,126529286,3083325.0,86825645.0,0.0,0.0,15780498.0,0.0,700659417.0,73754246.0,13652888.0,0.0,159311391.0
2024-12-16,0.0,0.0,0.0,45510838.0,159314346,3715381,259940630,3944829559,144481813,130911284,4230233.0,99109902.0,0.0,0.0,16222229.0,0.0,701107611.0,73866371.0,13505400.0,0.0,161975877.0
2024-12-17,0.0,0.0,0.0,45350887.0,182017500,4061227,262559865,3962652364,148308991,137742515,4074747.0,113360463.0,0.0,0.0,15993679.0,0.0,701218474.0,75043247.0,13304836.0,0.0,167491371.0
2024-12-18,0.0,0.0,0.0,45088031.0,164224371,5022290,251888989,3979694183,153873667,134775351,3241446.0,88657885.0,0.0,0.0,15993798.0,0.0,700658895.0,74825894.0,13106185.0,0.0,219065305.0
2024-12-19,0.0,0.0,0.0,45555719.0,168303708,4334355,285765953,3966498988,157723762,139401648,9452853.0,92280956.0,0.0,0.0,24130424.0,0.0,723708027.0,62017885.0,11783264.0,0.0,251224989.0
2024-12-20,0.0,0.0,0.0,45546903.0,158407613,5161068,367481641,3942691825,151784189,141971526,15416442.0,93203382.0,0.0,0.0,17558983.0,0.0,726112384.0,62040566.0,11657026.0,0.0,343571415.0
2024-12-21,0.0,0.0,0.0,45427903.0,220152130,4263558,449416806,3937558198,153276728,149699799,22713904.0,113387414.0,0.0,0.0,16592384.0,0.0,725649822.0,61840026.0,11940114.0,0.0,385897786.0
2024-12-22,0.0,0.0,0.0,45052293.0,256486093,4593653,483087873,3920038894,158398957,149887627,26183035.0,113130560.0,0.0,0.0,18581810.0,0.0,724720152.0,62478103.0,12176459.0,0.0,365009770.0
2024-12-23,0.0,0.0,0.0,45237425.0,244325263,6544341,392456772,3918650473,158977963,151516724,20890229.0,107686131.0,0.0,0.0,25520227.0,0.0,722627960.0,62422440.0,11257114.0,0.0,319937511.0
2024-12-24,0.0,0.0,0.0,45608631.0,229290136,5009124,495636437,3910259636,157225994,151570125,23201927.0,107928541.0,0.0,0.0,25572093.0,0.0,725379760.0,62813006.0,11256768.0,0.0,344696512.0
2024-12-25,0.0,0.0,0.0,45296438.0,201230940,5405112,504713621,3900103268,159359883,149735813,28804594.0,99562597.0,0.0,0.0,25050648.0,0.0,725615776.0,62839379.0,11869492.0,0.0,435121618.0
2024-12-26,0.0,0.0,0.0,45514878.0,187498260,4723656,548948123,3839164161,161780105,153349733,36824464.0,115477715.0,0.0,0.0,25106203.0,0.0,674932976.0,62942486.0,11846818.0,0.0,496682101.0
2024-12-27,0.0,0.0,0.0,45562387.0,200615713,6947806,562452790,3798726113,168920349,153270077,63247164.0,100082046.0,0.0,0.0,25115756.0,0.0,675193084.0,68464225.0,15129568.0,0.0,496012409.0
2024-12-28,0.0,0.0,0.0,45560707.0,217051897,8127235,685287554,3788771033,171607987,156229547,65828600.0,99669671.0,0.0,0.0,25782394.0,0.0,675377113.0,68341496.0,13888256.0,0.0,478451629.0
2024-12-29,0.0,0.0,0.0,45569436.0,225937243,8048436,865921469,3771432980,172362263,159012082,80963039.0,100655571.0,0.0,0.0,18326354.0,0.0,675967670.0,66266659.0,13877740.0,0.0,480657124.0
2024-12-30,0.0,0.0,0.0,45479915.0,310748715,7630107,639941034,3763818776,175106866,164167910,88529653.0,108114164.0,0.0,0.0,16776579.0,0.0,673563188.0,63565523.0,12022763.0,0.0,450867882.0
2024-12-31,0.0,0.0,0.0,45408006.0,314388488,7022784,714551380,3748288549,177743756,153184341,100867818.0,110784702.0,0.0,0.0,18278509.0,0.0,626587214.0,62807831.0,17077629.0,0.0,450057139.0
2025-01-01,0.0,0.0,0.0,45634020.0,222898294,7345856,1050465600,3742834427,175945677,155085452,101216676.0,110515193.0,0.0,0.0,19283679.0,0.0,625304232.0,68420268.0,16862174.0,0.0,456462065.0
2025-01-02,0.0,0.0,0.0,45644281.0,327258508,11495124,869803689,3727908512,176752935,154969117,95050891.0,110794820.0,0.0,0.0,18306600.0,0.0,625464568.0,68935479.0,16860541.0,0.0,472068325.0
2025-01-03,0.0,0.0,0.0,45578025.0,333952390,19768831,636428394,3722067201,174511305,159945561,130437403.0,125699941.0,0.0,0.0,19313314.0,0.0,625906751.0,70276998.0,15546659.0,0.0,523046821.0
2025-01-04,0.0,0.0,0.0,45574394.0,362235154,7460200,653127055,3721275097,170271414,161689903,198457680.0,123843373.0,0.0,0.0,17938344.0,0.0,625958650.0,79797029.0,12340554.0,0.0,453927133.0
2025-01-05,0.0,0.0,0.0,45741283.0,377580761,7532990,703140019,3728412984,170260436,161460278,226047721.0,132785814.0,0.0,0.0,17808427.0,0.0,626519183.0,84135945.0,13330640.0,0.0,443040999.0
2025-01-06,0.0,0.0,0.0,45745223.0,337416291,7783699,657225188,3730708907,168596634,160144128,239096024.0,118655948.0,0.0,0.0,17637248.0,0.0,626634783.0,92636626.0,17636406.0,0.0,433732179.0
2025-01-07,0.0,0.0,0.0,45740295.0,405135009,9032332,159069270,3716003692,168242490,153139054,223885948.0,139779484.0,0.0,0.0,17647312.0,0.0,622702282.0,92619838.0,19113086.0,0.0,433141098.0
2025-01-08,0.0,0.0,0.0,45770884.0,406527956,8179468,432404811,3700678915,169633239,155535920,255709940.0,132669732.0,0.0,0.0,17643441.0,0.0,625232508.0,87210739.0,37591044.0,0.0,445599172.0
2025-01-09,0.0,0.0,0.0,45774688.0,442973324,7888191,647807971,3675645174,182181567,157151138,246585191.0,130204251.0,0.0,0.0,17523267.0,0.0,625656526.0,85400945.0,36860758.0,0.0,448948171.0
2025-01-10,0.0,0.0,0.0,45769494.0,455573649,7372494,726395631,3659058968,179506231,156809207,77905120.0,106217363.0,0.0,0.0,17347681.0,0.0,626569014.0,89731810.0,38775802.0,0.0,580738180.0
2025-01-11,0.0,0.0,0.0,45863118.0,460219145,8366550,762870750,3665613531,193914605,156054060,52138544.0,107559645.0,0.0,0.0,18197094.0,0.0,626359980.0,91537674.0,37284804.0,0.0,541438443.0
2025-01-12,0.0,0.0,0.0,45848859.0,476649996,8160726,828551514,3657384254,189038759,155579530,64297703.0,109631615.0,0.0,0.0,20265659.0,0.0,626139330.0,95912029.0,37396619.0,0.0,422976300.0
2025-01-13,0.0,0.0,0.0,45981353.0,501854407,5956621,841943988,3617342506,202639588,162407075,56072404.0,120885026.0,0.0,0.0,20015365.0,0.0,626390086.0,97824909.0,37485041.0,0.0,377849380.0
2025-01-14,0.0,0.0,0.0,45881532.0,503668441,6578286,809051511,3619986661,213009011,180832889,53176468.0,114030639.0,0.0,0.0,19098694.0,0.0,624773837.0,91218910.0,41587358.0,0.0,397337312.0
2025-01-15,0.0,0.0,0.0,45916171.0,422348330,6438817,775053434,3630805148,214516286,182836847,57974151.0,116904462.0,0.0,0.0,19175859.0,3000028.0,626202486.0,92831727.0,38627002.0,0.0,349813659.0
2025-01-16,0.0,0.0,0.0,45975307.0,482865429,7585986,736520774,3648800364,210390616,180123511,51432001.0,112614747.0,0.0,0.0,18988698.0,5000106.0,598961610.0,90563140.0,41453669.0,0.0,367814661.0
2025-01-17,0.0,0.0,0.0,45124431.0,393218845,8131973,705688591,3653819329,206646872,191661253,55224774.0,119782946.0,0.0,0.0,21541142.0,6500510.0,600502540.0,98193022.0,47322946.0,0.0,373450726.0
2025-01-18,0.0,0.0,0.0,45107539.0,395298641,17352190,890865745,3649830563,186774388,195597420,54317580.0,105319256.0,0.0,0.0,21567333.0,9504102.0,600230299.0,97289823.0,46598006.0,0.0,371559666.0
2025-01-19,0.0,0.0,0.0,44870187.0,297825000,17342496,863242172,3649619678,191891774,184356094,55445617.0,103932973.0,0.0,0.0,21155696.0,11804596.0,599143908.0,91797121.0,54260707.0,0.0,319338706.0
2025-01-20,0.0,0.0,0.0,45011210.0,349680596,15993968,754241511,3647577257,189606399,182252055,52456051.0,105310424.0,0.0,0.0,20953382.0,11920875.0,600772292.0,91057816.0,57270265.0,0.0,324466940.0
2025-01-21,0.0,0.0,0.0,45121991.0,391722540,15206286,715038177,3647247712,204925353,179667781,58360458.0,112379180.0,0.0,0.0,21021110.0,15629903.0,601011315.0,94136234.0,57687682.0,0.0,348756433.0
2025-01-22,0.0,0.0,0.0,45050313.0,500016673,15432048,615838265,3652235504,206243455,182833265,56162003.0,114743694.0,0.0,0.0,20888193.0,18491201.0,600458105.0,101535051.0,52970278.0,0.0,315821154.0
2025-01-23,0.0,0.0,0.0,45142222.0,566723980,15280459,807124417,3653086220,209421167,191458443,57153481.0,117096195.0,0.0,0.0,20921567.0,18531910.0,600028346.0,106583036.0,52283083.0,0.0,312944167.0
2025-01-24,0.0,0.0,0.0,45142222.0,610558945,11643547,784999181,3655228756,212383303,195047104,58441010.0,114067382.0,0.0,0.0,21367321.0,20531316.0,600170662.0,105760444.0,52066652.0,0.0,340047667.0
2025-01-25,0.0,0.0,0.0,45142222.0,650684616,13009892,853660036,3663015957,214250623,198439465,61080771.0,113137025.0,0.0,0.0,21423324.0,20033338.0,599621230.0,108768329.0,55968077.0,0.0,325610572.0
2025-01-26,0.0,0.0,0.0,45142222.0,679219919,13152057,839970954,3663726412,223633948,198720638,63428843.0,112505337.0,0.0,0.0,21483504.0,20061573.0,599547362.0,108956668.0,55790574.0,0.0,334293314.0
2025-01-27,0.0,0.0,0.0,45142222.0,713604021,12709111,372494838,3649630551,223972522,188503497,55169753.0,109247756.0,0.0,0.0,21150298.0,20070604.0,549974044.0,107322601.0,55205055.0,0.0,337002533.0
2025-01-28,0.0,0.0,0.0,45142222.0,751904424,12632518,865140521,3706924841,221570772,197529326,57779701.0,112469370.0,0.0,0.0,21135671.0,20125466.0,548309985.0,99970653.0,54918484.0,0.0,338235928.0
2025-01-29,0.0,0.0,0.0,44820495.0,762735107,12495179,884176355,3741770034,227836921,200247145,58276503.0,117153894.0,0.0,0.0,21140838.0,25127849.0,549025281.0,101105689.0,60982771.0,0.0,330927045.0
2025-01-30,0.0,0.0,0.0,44820495.0,755082037,11641311,963567942,3763295872,225799292,206837610,58529922.0,113824674.0,0.0,0.0,21173940.0,24926416.0,550483854.0,104898010.0,63168435.0,0.0,328108150.0
2025-01-31,0.0,0.0,0.0,44820495.0,783235218,11619642,1028663186,3767393775,224731525,215183093,56400938.0,114838812.0,0.0,0.0,23095465.0,24877244.0,550647545.0,101761121.0,56290166.0,0.0,333381683.0
2025-02-01,0.0,0.0,0.0,43241640.0,810975888,11328626,1015177093,3753994342,223877040,221070462,55569118.0,113520988.0,0.0,0.0,23052796.0,24878350.0,550131397.0,101260937.0,55777083.0,0.0,344930004.0
2025-02-02,0.0,0.0,0.0,43241640.0,815835468,11219281,951522089,3769643738,236600230,211070739,60120592.0,117111299.0,0.0,0.0,23038786.0,24883962.0,550425928.0,100739638.0,54594353.0,0.0,338895104.0
2025-02-03,0.0,0.0,0.0,44935278.0,1034220548,10957908,709702796,3706770609,198632743,190121476,51995700.0,129642219.0,0.0,0.0,23569826.0,34889684.0,551188209.0,97940860.0,48483828.0,0.0,364790240.0
