date,tvl,apy,apy_base,apy_reward
2025-05-20,24884954,0,0,0
2025-05-21,24906171,0,0,0
2025-05-22,24906171,0,0,0
2025-05-23,24906171,0,0,0
2025-05-24,24906171,0,0,0
2025-05-25,24906171,0,0,0
2025-05-26,24902195,0,0,0
2025-05-27,25415925,0,0,0
2025-05-28,26293360,0,0,0
2025-05-29,26475655,0,0,0
2025-05-30,30126589,0,0,0
2025-05-31,30468934,0,0,0
2025-06-01,30468934,0,0,0
2025-06-02,30519644,0,0,0
2025-06-03,30519644,0,0,0
2025-06-04,63636220,0,0,0
