date,tvl,apy,apy_base,apy_reward
2025-05-29,8998461,4.81828,4.04211,0.77617
2025-05-30,9000607,5.70363,5.03727,0.66636
2025-05-31,9001359,4.49805,3.76953,0.72852
2025-06-01,15511944,4.33086,3.57612,0.75475
2025-06-02,17032127,4.36797,3.63124,0.73672
2025-06-03,17586233,4.29684,3.51848,0.77836
2025-06-04,20277039,4.08924,3.56643,0.52281
2025-06-05,17876254,3.71163,3.71163,0.0
