,ethena-usde_SUSDE_Ethereum,aave-v3_PT-SUSDE-31JUL2025_Ethereum,aave-v3_USDT_Ethereum,aave-v3_PT-EUSDE-14AUG2025_Ethereum,morpho-blue_SPARKUSDC_Base,aave-v3_USDC_Ethereum,morpho-blue_SPDAI_Ethereum,aave-v3_SUSDE_Ethereum,fluid-lending_USDC_Ethereum,morpho-blue_USUALUSDC+_Ethereum,aave-v3_USDE_Ethereum,fluid-lending_USDT_Ethereum,morpho-blue_STEAKUSDC_Ethereum,aave-v3_PT-USDE-31JUL2025_Ethereum,morpho-blue_PT-USDS-14AUG2025_Ethereum,morpho-blue_BBQUSDC_Ethereum,morpho-blue_REUSDC_Ethereum,morpho-blue_SYRUPUSDC_Ethereum,morpho-blue_PT-SYRUPUSDC-28AUG2025_Ethereum,aave-v3_USDS_Ethereum,morpho-blue_GTUSDCCORE_Ethereum,morpho-blue_STEAKUSDT_Ethereum,aave-v3_USDC_Arbitrum,morpho-blue_GTUSDCF_Ethereum,morpho-blue_GTUSDC_Ethereum,morpho-blue_HUSDC_Ethereum,morpho-blue_PT-SUSDE-31JUL2025_Ethereum,fluid-lending_SUSDE_Ethereum,aave-v3_PT-EUSDE-29MAY2025_Ethereum,morpho-blue_SUSDE_Ethereum,morpho-blue_PT-USDE-31JUL2025_Ethereum,morpho-blue_HYUSDC_Ethereum,euler-v2_USDC_Base,euler-v2_USDC_Ethereum,morpho-blue_IMF-USDS_Ethereum,morpho-blue_BBQDAI_Ethereum,morpho-blue_MIDASUSDC_Ethereum,morpho-blue_USDE_Ethereum,morpho-blue_USDC_Ethereum,aave-v2_USDT_Polygon,aave-v2_USDT.E_Avalanche,morpho-aave_USDC_Ethereum,morpho-blue_GTAUSDC_Ethereum,morpho-blue_OHMSUSDS_Ethereum,morpho-blue_SAFE-STEAKUSDC_Ethereum,morpho-blue_SUSDS_Ethereum,morpho-blue_APRUSDC_Base,euler-v2_SUSDS_Ethereum,euler-v2_USDE_Ethereum,morpho-blue_STKCVXCRVUSDCWBTCWETH-MORPHO_Ethereum,morpho-blue_STKCVXCRVUSDETHCRV-MORPHO_Ethereum,morpho-blue_PT-SUSDE-27FEB2025_Ethereum,morpho-blue_RE7USDCP_Ethereum,morpho-blue_INDEUSDC_Base,euler-v2_SDAI_Ethereum,morpho-blue_PYTHUSDC_Base,morpho-aave_USDT_Ethereum,morpho-compound_USDT_Ethereum,morpho-blue_MJUSDC_Base,morpho-blue_USDC_Base,morpho-blue_AUSDC_Base,morpho-blue_STKCVXCRVUSDTWBTCWETH-MORPHO_Ethereum,morpho-compound_DAI_Ethereum,morpho-blue_LUMENUSDC_Base
2024-07-06,15.68584,0.0,5.11344,0.0,0.0,6.32501,7.91803,0.0,0.0,0.0,4.39471,12.53593,6.33067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.35268,6.60006,4.86453,0.0,6.26611,0.0,0.0,0.0,0.0,24.79598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67017,1.35786,4.29632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.04132,12.80624,0.0,0.0,0.0,0.0,0.0,3.08913,6.3132,0.0,3.03406,0.0,6.38192,4.98689,0.0
2024-07-07,15.70203,0.0,5.14945,0.0,0.0,6.18919,7.5545,0.0,0.0,0.0,4.35281,13.09733,6.20641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1793,6.53221,4.97131,0.0,6.20671,0.0,0.0,0.0,0.0,25.64253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87265,1.3764,4.43716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00165,0.00405,0.0,0.0,0.0,0.0,0.0,3.0956,6.19392,0.0,3.05923,0.0,0.0,4.86696,0.0
2024-07-08,15.71214,0.0,5.05137,0.0,0.0,5.27048,7.50236,0.0,0.0,0.0,4.38575,12.80964,6.19866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.22205,6.38727,5.06878,0.0,6.28267,0.0,0.0,0.0,0.0,25.49911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70056,1.34687,4.47448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00206,0.00405,0.0,0.0,0.0,0.0,0.0,3.20529,5.66989,0.0,3.06994,0.0,0.0,4.99791,0.0
2024-07-09,15.71947,0.0,5.05445,0.0,0.0,5.1349,7.29542,0.0,0.0,0.0,4.422,13.16074,6.03372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.03863,0.0,5.05132,0.0,6.03752,0.0,0.0,0.0,0.0,0.48352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94251,1.35927,4.49363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00265,0.00471,0.0,0.0,0.0,0.0,0.0,3.26324,6.15549,0.0,3.10252,0.0,0.0,5.10746,0.0
2024-07-10,15.67227,0.0,5.3917,0.0,0.0,5.09996,7.31212,0.0,0.0,0.0,4.38661,12.65641,5.67387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.44783,8.68392,5.11119,0.0,5.65372,0.0,0.0,0.0,0.0,0.45408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00332,1.40492,4.56857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00557,0.00471,0.0,0.0,0.0,0.0,0.0,3.33073,7.18682,0.0,3.11338,0.0,0.0,5.14768,0.0
2024-07-11,8.03047,0.0,5.46939,0.0,0.0,5.13968,7.22596,0.0,0.0,0.0,4.40525,12.11914,5.50863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.40792,7.49119,5.06291,0.0,5.50206,0.0,0.0,0.0,0.0,0.42762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00324,1.45984,4.6005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.40767,7.2436,0.0,3.12428,0.0,0.0,5.19269,0.0
2024-07-12,8.01643,0.0,5.47474,0.0,0.0,5.24514,7.12619,0.0,0.0,0.0,4.46724,12.57131,4.97206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.79486,7.41551,4.96318,0.0,4.88608,0.0,0.0,0.0,0.0,0.33742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00398,1.49935,4.80384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42629,7.41178,0.0,3.16993,0.0,0.0,7.30217,0.0
2024-07-13,7.95754,0.0,5.45464,0.0,0.0,5.54226,7.06721,0.0,0.0,0.0,4.3681,12.2391,4.88086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75874,6.2542,4.98381,0.0,4.89434,0.0,0.0,0.0,0.0,0.29144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00859,1.53214,4.8179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42021,0.156,0.0,0.0,0.0,0.0,0.0,4.93831,6.40188,0.0,3.18864,0.0,0.39497,7.22068,0.0
2024-07-14,8.00922,0.0,5.44735,0.0,0.0,5.60851,8.56489,0.0,0.0,0.0,4.35462,12.19846,4.89611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85001,6.30686,5.00468,0.0,4.94126,0.0,0.0,0.0,0.0,0.27369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087,1.68762,4.84016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46095,0.51634,0.0,0.0,0.0,0.0,0.0,5.29567,9.45667,0.0,3.20771,0.0,0.48313,7.29137,0.0
2024-07-15,7.99687,0.0,5.96639,0.0,0.0,5.80756,7.84407,0.0,0.0,0.0,4.10199,12.13404,4.85496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1802,6.18051,5.0048,0.0,4.89965,0.0,0.0,0.0,0.0,0.2584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0109,1.78574,4.70675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46341,0.0,0.0,0.0,0.0,0.0,0.0,5.23299,11.38304,0.0,2.73363,0.0,0.56577,8.57317,0.0
2024-07-16,7.97769,0.0,5.97344,0.0,0.0,5.72192,7.7277,0.0,0.0,0.0,4.14692,11.70035,5.21845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.07714,6.53068,4.85407,0.0,5.23367,0.0,0.0,0.0,0.0,0.24307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093,1.8496,4.76975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.32999,13.25953,0.0,2.73005,0.0,0.60726,10.83658,0.0
2024-07-17,7.98929,0.0,5.81522,0.0,0.0,5.71049,7.65134,0.0,0.0,0.0,4.45853,11.70031,5.41462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.54954,6.45089,4.65031,0.0,5.51983,0.0,0.0,0.0,0.0,0.27707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00873,1.9296,4.81456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.46161,10.18852,0.0,2.72807,0.0,0.65243,8.82651,0.0
2024-07-18,10.20351,0.0,5.9535,0.0,0.0,5.88562,7.39658,0.0,0.0,0.0,4.40549,11.73981,5.68201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.43588,6.70831,5.04988,0.0,5.6151,0.0,0.0,0.0,0.0,0.26117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00652,1.96677,4.84301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.46651,12.22311,0.0,2.72323,0.0,0.8484,8.81432,0.0
2024-07-19,10.0452,0.0,5.89929,0.0,0.0,5.93459,7.07901,0.0,0.0,0.0,5.35892,12.25593,5.18651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.21271,6.38871,5.07077,0.0,5.15876,0.0,0.0,0.0,0.0,0.24708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43349,0.0,0.00772,2.05355,5.48393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48956,12.26964,0.0,3.20744,0.0,0.9085,8.73207,0.0
2024-07-20,9.97202,0.0,5.80992,0.0,0.0,6.57736,7.45928,0.0,0.0,0.0,6.26092,12.2674,5.01515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.60925,6.3523,5.05639,0.0,5.01291,0.0,0.0,0.0,0.0,0.23361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4665,0.0,0.00895,2.14031,5.48609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.49581,8.225,0.0,3.21854,0.0,1.1064,9.47214,0.0
2024-07-21,10.03944,0.0,5.78935,0.0,0.0,6.53417,7.46239,0.0,0.0,0.0,5.35444,12.28614,5.2764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51114,6.68716,5.76671,0.0,5.0682,0.0,0.0,0.0,0.0,0.22171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57076,0.0,0.00842,2.17312,5.53648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.58082,9.59368,0.0,0.34782,0.0,1.1852,8.79006,0.0
2024-07-22,10.04359,0.0,5.8681,0.0,0.0,6.44345,6.83791,0.0,0.0,0.0,5.32732,12.29435,5.68872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.37346,11.88244,5.02193,0.0,5.42544,0.0,0.0,0.0,0.0,0.88403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6127,0.0,0.00623,2.0028,5.58785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73468,1.60439,0.0,0.0,0.0,0.0,0.0,5.62097,10.14343,0.0,3.03535,0.0,1.27426,8.55893,0.0
2024-07-23,9.98731,0.0,5.82085,0.0,0.0,6.6612,6.55114,0.0,0.0,0.0,5.35982,11.83156,5.08024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0095,10.50798,4.62433,0.0,5.07444,0.0,0.0,0.0,0.0,0.84598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55071,0.0,0.00716,1.75239,5.58117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24472,1.74857,0.0,0.0,0.0,0.0,0.0,18.19066,10.61155,0.0,3.04596,0.0,1.64783,8.59568,0.0
2024-07-24,10.01591,0.0,5.75522,0.0,0.0,6.61459,8.92635,0.0,0.0,0.0,5.14424,11.81729,5.40814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21822,19.8883,3.42883,0.0,5.40525,0.0,0.0,0.0,0.0,7.97799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81803,0.0,0.00532,1.65449,5.58366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41225,1.89574,0.0,0.0,0.0,0.0,0.0,11.33734,9.58103,0.0,2.63283,0.0,1.77043,7.84426,0.0
2024-07-25,12.18478,0.0,4.12285,0.0,0.0,4.77023,7.92432,0.0,0.0,0.0,3.82238,11.40763,5.22324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.69094,7.05305,3.79748,0.0,5.20981,0.0,0.0,0.0,0.0,2.19201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87871,0.0,0.00291,1.65864,4.06005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.60601,2.05996,0.0,0.0,0.0,0.0,0.0,4.67368,6.98096,0.0,5.31129,0.0,1.91216,5.25747,0.0
2024-07-26,12.23029,0.0,4.21088,0.0,0.0,4.58593,7.68758,0.0,0.0,12.13151,4.22862,11.48257,5.15032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.68048,7.06603,5.88913,0.0,5.15998,0.0,0.0,0.0,0.0,3.04466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94876,0.0,0.00432,1.72255,4.06357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.59613,3.66765,0.0,0.0,0.0,0.0,0.0,13.24735,7.16425,0.0,5.36468,0.0,2.63529,6.45231,0.0
2024-07-27,12.28446,0.0,4.28965,0.0,0.0,4.95808,9.2275,0.0,0.0,20.38838,3.9425,11.45623,5.22822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85141,7.16586,4.26335,0.0,5.23972,0.0,0.0,0.0,0.0,3.01598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02004,0.0,0.00803,1.6988,8.09923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02584,3.92293,0.0,0.0,0.0,0.0,0.0,9.13177,6.30692,0.0,3.37917,0.0,2.94855,6.49866,0.0
2024-07-28,12.29466,0.0,4.31385,0.0,0.0,5.04408,9.15626,0.0,0.0,13.3593,4.03557,11.52891,5.40641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.81173,6.95535,7.98489,0.0,5.37387,0.0,0.0,0.0,0.0,2.98686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10265,0.0,0.00779,1.76055,8.7948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66233,4.5428,0.0,0.0,0.0,0.0,0.0,8.53137,7.10746,0.0,3.40429,0.0,3.41195,5.99858,0.0
2024-07-29,12.33605,0.0,4.31128,0.0,0.0,5.15556,11.95422,0.0,0.0,26.63577,4.29782,11.56139,5.14357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.65794,6.65293,3.65336,0.0,5.11693,0.0,0.0,0.0,0.0,2.95819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.20214,0.0,0.00476,1.76319,11.12719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13811,3.51621,0.0,0.0,0.0,0.0,0.0,13.92235,7.47849,0.0,2.8801,0.0,2.64383,6.63658,0.0
2024-07-30,12.40088,0.0,4.38681,0.0,0.0,5.10995,7.88018,0.0,0.0,13.1467,3.92858,10.7761,5.38586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.36154,6.68489,5.24942,0.0,5.37913,0.0,0.0,0.0,0.0,2.92984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.305,0.0,0.00314,1.84774,12.48038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21838,3.23354,0.0,0.0,0.0,0.0,0.0,14.96618,10.27927,0.0,0.86182,0.0,2.43219,16.59148,0.0
2024-07-31,12.43764,0.0,4.54451,0.0,0.0,5.03158,8.77861,0.0,0.0,11.33491,3.19792,10.77101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.91444,6.62037,6.3713,0.0,8.28831,0.0,0.0,0.0,0.0,7.17745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42641,0.0,0.0023,1.6548,10.53734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09977,3.35022,0.0,0.0,0.0,0.0,0.0,11.41178,9.19929,0.0,0.83212,0.0,2.66367,10.33385,0.0
2024-08-01,13.6417,0.0,4.44735,0.0,0.0,4.66863,7.91418,0.0,0.0,17.25944,3.6392,11.58414,4.94475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.06916,6.55059,9.02867,0.0,4.90846,0.0,0.0,0.0,0.0,7.33379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55466,0.0,0.00047,1.50888,12.72476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75464,3.47277,0.0,0.0,0.0,0.0,0.0,7.03185,7.65335,0.0,0.75755,0.0,4.92364,10.09161,0.0
2024-08-02,13.66388,0.0,4.22133,0.0,0.0,4.63197,7.72226,0.0,0.0,12.97877,3.34581,11.93129,5.23257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18074,6.23321,15.56937,0.0,5.21141,0.0,0.0,0.0,0.0,7.49032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69699,0.0,0.00045,1.47268,8.37485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19946,3.88338,0.0,0.0,0.0,0.0,0.0,7.48158,5.26824,0.0,0.89457,0.0,3.75316,4.48021,0.0
2024-08-03,13.66923,0.0,4.2686,0.0,0.0,5.2438,7.38597,0.0,0.0,11.26586,5.13779,11.53698,4.91935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.89075,6.17148,4.90385,0.0,4.92268,0.0,0.0,0.0,0.0,7.65657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29358,0.0,0.00052,1.39386,3.83099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13036,3.19222,0.0,0.0,0.0,0.0,0.0,9.44252,4.41452,0.0,0.03665,0.0,4.88991,11.10236,0.0
2024-08-04,13.72357,0.0,4.16733,0.0,0.0,4.94868,6.79855,0.0,0.0,12.94478,9.30214,11.7824,4.73871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.69877,6.08438,7.05201,0.0,4.73187,0.0,0.0,0.0,0.0,7.82765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77944,0.0,0.00104,1.41381,3.56828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.35963,7.62721,0.0,0.0,0.0,0.0,0.0,3.96647,4.23224,0.0,0.04172,0.0,6.42343,8.7399,0.0
2024-08-05,14.67626,0.0,3.98394,0.0,0.0,3.36969,6.90297,0.0,0.0,42.90945,11.81963,12.17531,2.58904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.82848,4.50462,3.44117,0.0,2.57938,0.0,0.0,0.0,0.0,8.00397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.06304,0.0,0.00353,1.28368,3.01173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.99143,8.2016,0.0,0.0,0.0,0.0,0.0,7.65555,3.46988,0.0,0.02124,0.0,6.90428,2.20832,0.0
2024-08-06,14.82302,0.0,4.14802,0.0,0.0,3.45529,6.51808,0.0,0.0,11.81994,9.14249,12.12245,4.08448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.50326,4.18737,3.74164,0.0,3.42332,0.0,0.0,0.0,0.0,8.18549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39212,0.0,0.00777,1.20767,3.15894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.66376,8.83613,0.0,0.0,0.0,0.0,0.0,4.11912,3.77559,0.0,1.74373,0.0,8.17403,2.52555,0.0
2024-08-07,14.90979,0.0,3.8316,0.0,0.0,3.6785,6.6946,0.0,0.0,10.77562,8.58998,12.89313,3.82992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.85896,4.12552,3.59761,0.0,3.14554,0.0,0.0,0.0,0.0,8.37202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73614,0.0,0.00691,1.24448,3.16442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81221,9.5711,0.0,0.0,0.0,0.0,0.0,4.10072,3.61958,0.0,0.00775,0.0,9.799,2.46303,0.0
2024-08-08,4.33869,0.0,4.3329,0.0,0.0,3.76689,6.50078,0.0,0.0,30.42228,7.14875,12.86614,3.77367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.20466,3.91511,3.84924,0.0,3.77317,0.0,0.0,0.0,0.0,8.56354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.12502,0.0,0.01154,1.2918,3.23533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.02184,5.52938,0.0,0.0,0.0,0.0,0.0,4.1261,3.6357,0.0,0.00691,0.0,6.29614,2.55921,0.0
2024-08-09,4.36692,0.0,4.14015,0.0,0.0,4.08916,6.30987,0.0,0.0,7.99403,5.38451,12.83754,4.04423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.26814,4.19013,3.831,0.0,4.01682,0.0,0.0,0.0,0.0,1.63271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19877,0.0,0.00833,1.2923,3.38351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.03205,7.84608,0.0,0.0,0.0,0.0,0.0,4.15068,3.68473,0.0,0.00565,0.0,6.97106,2.53341,0.0
2024-08-10,4.41354,0.0,4.02071,0.0,0.0,3.99968,5.88136,0.0,0.0,8.08994,8.0812,12.64401,4.09191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38112,4.06692,3.74048,0.0,4.0362,0.0,0.0,0.0,0.0,1.57861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9207,0.0,0.00777,1.30049,3.38605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.79287,5.04267,0.0,0.0,0.0,0.0,0.0,4.5571,3.65928,0.0,0.00733,0.0,4.4859,3.03554,0.0
2024-08-11,4.43215,0.0,3.78085,0.0,0.0,3.80773,5.54256,0.0,0.0,8.19295,13.56933,12.83776,3.7501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.21037,3.44371,3.75463,0.0,3.74856,0.0,0.0,0.0,0.0,1.52725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.28565,0.0,0.00725,1.43449,3.47418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.99324,5.21904,0.0,0.0,0.0,0.0,0.0,6.44205,3.68214,0.0,0.00628,0.0,4.64337,3.04102,0.0
2024-08-12,4.61857,0.0,3.84378,0.0,0.0,3.59992,5.73041,0.0,0.0,12.38488,3.51168,12.86057,3.66376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.63738,4.471,3.69283,0.0,3.64858,0.0,0.0,0.0,0.0,1.63804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01101,1.4396,3.49074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0792,5.29388,0.0,0.0,0.0,0.0,0.03953,4.76365,3.69247,0.0,0.0055,0.0,4.70975,3.07008,0.0
2024-08-13,4.63404,0.0,3.89629,0.0,0.0,3.6851,5.40193,0.0,0.0,8.58222,3.97738,13.19719,3.91889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.17145,4.43131,3.91385,0.0,3.89019,0.0,0.0,0.0,0.0,1.59095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.70494,0.0,0.0111,1.27925,3.51704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11939,4.46447,0.0,0.0,0.0,0.0,0.03836,3.99529,3.63871,0.0,0.00473,0.0,3.97381,2.28561,0.0
2024-08-14,4.63297,0.0,3.92837,0.0,0.0,3.59977,5.63717,0.0,0.0,11.57533,3.83769,12.78394,3.59756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.94593,4.47461,4.03958,0.0,3.55898,0.0,0.0,0.0,0.0,1.54876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.98411,0.0,0.01238,1.29375,3.55598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.15441,4.49416,0.0,0.0,0.0,0.0,0.04473,11.70148,3.66867,0.0,0.00423,0.0,4.00107,2.28672,0.0
2024-08-15,4.43934,0.0,3.81884,0.0,0.0,3.81293,5.67192,0.0,0.0,8.35733,3.82147,12.5854,3.58338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.71283,4.40768,3.75945,0.0,3.27664,0.0,0.0,0.0,0.0,1.11362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21149,0.0,0.00901,1.31759,3.75211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.19212,4.52822,0.0,0.0,0.0,0.0,0.0,9.65351,3.76876,0.0,0.00383,0.0,4.03041,2.3457,0.0
2024-08-16,4.46625,0.0,3.80242,0.0,0.0,3.56504,5.08302,0.0,0.0,8.6226,3.0875,12.76453,3.60521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5206,4.34012,3.79619,0.0,3.87084,0.0,0.0,0.0,0.0,1.08262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.61726,0.0,0.0116,1.2977,6.83311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26752,2.84724,0.0,0.0,0.0,0.0,0.01127,9.69277,3.78431,0.0,0.00383,0.0,2.5363,2.38309,0.0
2024-08-17,4.48794,0.0,3.90216,0.0,0.0,3.81571,5.12788,0.0,0.0,8.5856,2.61721,12.03547,3.93777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.98304,4.30635,3.69964,0.0,3.63925,0.0,0.0,0.0,0.0,1.04753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.55137,0.0,0.01135,1.27713,19.89469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24243,2.8261,0.0,0.0,0.0,0.0,0.0102,10.62493,3.82492,0.0,0.00383,0.0,2.51749,2.39428,0.0
2024-08-18,4.49806,0.0,3.85108,0.0,0.0,3.95007,5.56073,0.0,0.0,10.92652,1.58615,9.62554,4.04524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.07976,3.75084,3.52419,0.0,3.78828,0.0,0.0,0.0,0.0,1.01442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09185,0.0,0.0122,1.3365,13.4333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21769,2.80458,0.0,0.0,0.0,0.0,0.0,8.17183,3.8584,0.0,0.08354,0.0,2.49833,2.37371,0.0
